key,source,target
13/1/1629#0,"This file must be saved in CLIP STUDIO FORMAT in order to edit it using CLIP STUDIO ACTION.
Save the file in CLIP STUDIO FORMAT using ""Save"" or ""Save as"" in the file menu, and then execute the command again.","This file must be saved in CLIP STUDIO FORMAT in order to edit it using CLIP STUDIO ACTION.
Save the file in CLIP STUDIO FORMAT using ""Save"" or ""Save as"" in the file menu, and then execute the command again."
13/1/1630#0,"This file must be saved in CLIP STUDIO FORMAT in order to edit it using CLIP STUDIO ACTION.
Save the file in CLIP STUDIO FORMAT using ""Save as"" in the file menu, and then execute the command again.","This file must be saved in CLIP STUDIO FORMAT in order to edit it using CLIP STUDIO ACTION.
Save the file in CLIP STUDIO FORMAT using ""Save as"" in the file menu, and then execute the command again."
13/1/1631#0,This file cannot be edited in CLIP STUDIO ACTION as it contains 3D layers.,This file cannot be edited in CLIP STUDIO ACTION as it contains 3D layers.
13/1/1632#0,The Canvas can be made editable. Do you want to make it editable?,The Canvas can be made editable. Do you want to make it editable?
13/1/1633#0,Could not make the Canvas editable.,Could not make the Canvas editable.
13/1/1634#0,Changes have been made to the Canvas. Do you want to update it?,Changes have been made to the Canvas. Do you want to update it?
13/1/1635#0,"There was a problem between CLIP STUDIO ACTION and its cooperating functions and a recovery took place.
 Please restart CLIP STUDIO ACTION if you are currently using it.","There was a problem between CLIP STUDIO ACTION and its cooperating functions and a recovery took place.
 Please restart CLIP STUDIO ACTION if you are currently using it."
13/1/1636#0,"After resetting to default, “Use application frame” was turned on in Preferences.
Please restart the application to reflect this change.","After resetting to default, “Use application frame” was turned on in Preferences.
Please restart the application to reflect this change."
13/1/1637#0,Unable to find file.,Unable to find file.
13/1/1638#0,Unable to find specified folder.,Unable to find specified folder.
13/1/1639#0,A layer that cannot be registered to the light table was copied.,A layer that cannot be registered to the light table was copied.
13/1/1640#0,Please close canvas and execute.,Please close canvas and execute.
13/1/1641#0, , 
13/1/1642#0, , 
13/1/1643#0, , 
13/1/1644#0,CLIP STUDIO PAINT File,CLIP STUDIO PAINT File
13/1/1645#0,CLIP STUDIO PAINT Page Management File,CLIP STUDIO PAINT Page Management File
13/1/1646#0,CLIP STUDIO FORMAT File,CLIP STUDIO FORMAT File
13/1/1647#0,Animated GIF|*.gif,Animated GIF|*.gif
13/1/1648#0,"Animated GIF export complete.
 File size is %s.
If the file is larger than the target size, change the settings and export again.","Animated GIF export complete.
 File size is %s.
If the file is larger than the target size, change the settings and export again."
13/1/1649#0,Failed to output the animated GIF.,Failed to output the animated GIF.
13/1/1650#0,Animation PNG|*.png;*.apng;,Animation PNG|*.png;*.apng;
13/1/1651#0,"Animated sticker (APNG) export complete. 
 Image Size is %d x %d px.
 File size is %s. 
If the file is larger than the target size, change the settings and export again.","Animated sticker (APNG) export complete. 
 Image Size is %d x %d px.
 File size is %s. 
If the file is larger than the target size, change the settings and export again."
13/1/1652#0,Failed to export animation stamp (APNG).,Failed to export animation stamp (APNG).
13/1/1653#0,Animated WebP|*.webp,Animated WebP|*.webp
13/1/1654#0,"Successfully exported animated WebP. 
 Image size is %d x %d px.
 File size is %s. 
If the file is larger than the desired size, change the settings and export again.","Successfully exported animated WebP. 
 Image size is %d x %d px.
 File size is %s. 
If the file is larger than the desired size, change the settings and export again."
13/1/1655#0,Failed to export animated WebP.,Failed to export animated WebP.
13/1/1656#0,Text (*.txt)|*.txt,Text (*.txt)|*.txt
13/1/1661#0,Selection area,Selection area
13/1/1663#0,"In order to use this feature, please go to System Preferences > Security & Privacy and turn on permissions for Accessibility.","In order to use this feature, please go to System Preferences > Security & Privacy and turn on permissions for Accessibility."
13/1/1665#0,Detailed steps,Detailed steps
13/1/1666#0,"A connection to %s has been detected, but you cannot use this feature in the application.","A connection to %s has been detected, but you cannot use this feature in the application."
13/1/1667#0,"In order to use this feature, please go to System Preferences > Security & Privacy and turn on permissions for Input Monitoring.","In order to use this feature, please go to System Preferences > Security & Privacy and turn on permissions for Input Monitoring."
13/1/1669#0,See details,See details
13/1/1670#0,"In order to use this feature, please go to System Preferences > Security & Privacy and turn on permissions for Screen Recording.","In order to use this feature, please go to System Preferences > Security & Privacy and turn on permissions for Screen Recording."
13/1/1671#0,"Copied %s to the app.
You can access it from File > Import > Movie.","Copied %s to the app.
You can access it from File > Import > Movie."
13/1/1672#0,"Copied %s to the app.
You can access it from File > Import > Audio.","Copied %s to the app.
You can access it from File > Import > Audio."
13/1/1673#0,"Copied %s to the app.
You can access it from File > Import > Vector.","Copied %s to the app.
You can access it from File > Import > Vector."
13/1/1674#0,"Copied %s to the app.
You can access it from File > Import > Exposure sheet.","Copied %s to the app.
You can access it from File > Import > Exposure sheet."
13/1/1675#0,"Copied %s to the app.
You can access it from File > Import > 3D data.","Copied %s to the app.
You can access it from File > Import > 3D data."
13/1/1676#0,"To open the page management file, please select the folder containing the file.","To open the page management file, please select the folder containing the file."
13/1/1677#0,"To add a page management file, please select the zip folder containing the page management file.","To add a page management file, please select the zip folder containing the page management file."
13/1/1678#0,"You can access it by dragging and dropping from the Files app to an open canvas, 
or opening from [File] > [Import] > [Movie].","You can access it by dragging and dropping from the Files app to an open canvas, 
or opening from [File] > [Import] > [Movie]."
13/1/1679#0,"You can access it by dragging and dropping from the Files app to an open canvas, 
or opening from [File] > [Import] > [Audio].","You can access it by dragging and dropping from the Files app to an open canvas, 
or opening from [File] > [Import] > [Audio]."
13/1/1680#0,"You can access it by dragging and dropping from the Files app to an open canvas, 
or opening from [File] > [Import] > [Vector].","You can access it by dragging and dropping from the Files app to an open canvas, 
or opening from [File] > [Import] > [Vector]."
13/1/1681#0,"You can access it by dragging and dropping from the Files app to an open canvas, 
or opening from [File] > [Import] > [Exposure sheet].","You can access it by dragging and dropping from the Files app to an open canvas, 
or opening from [File] > [Import] > [Exposure sheet]."
13/1/1682#0,"You can access it by dragging and dropping from the Files app to an open canvas, 
or opening from [File] > [Import] > [3D data].","You can access it by dragging and dropping from the Files app to an open canvas, 
or opening from [File] > [Import] > [3D data]."
13/1/1683#0,"To add a page management file, please select the folder containing the page management file.","To add a page management file, please select the folder containing the page management file."
13/1/1684#0,"To drag and drop a page management file, please drag and drop the zip folder containing the page management file onto the canvas.","To drag and drop a page management file, please drag and drop the zip folder containing the page management file onto the canvas."
13/1/1685#0,"This folder does not directly contain any supported files, so it cannot be imported.
Please select a folder that directly contains the following file types.","This folder does not directly contain any supported files, so it cannot be imported.
Please select a folder that directly contains the following file types."
13/1/1686#0,・ CLIP STUDIO PAINT Page Management File (cmc),・ CLIP STUDIO PAINT Page Management File (cmc)
13/1/1687#0,"・ 3D data (fbx, glb, gltf, vrm, stl, lwo, lws, obj)","・ 3D data (fbx, glb, gltf, vrm, stl, lwo, lws, obj)"
13/1/1688#0,"・Font file (ttf, ttc, otf, otc)","・Font file (ttf, ttc, otf, otc)"
13/1/1689#0,"This app is not optimized for your device. 
Would you like to get Clip Studio Paint for iPad instead?","This app is not optimized for your device. 
Would you like to get Clip Studio Paint for iPad instead?"
13/1/1691#0,Not Now,Not Now
13/1/1692#0,Installing additional materials...,Installing additional materials...
13/1/1693#0,Automatically send usage information,Automatically send usage information
13/1/1694#0,"The software may automatically send anonymous crash reports and usage data 
in order to help us to fix any issues in our software and services. 
You can change this setting at any time in Preferences > Privacy Settings.","The software may automatically send anonymous crash reports and usage data 
in order to help us to fix any issues in our software and services. 
You can change this setting at any time in Preferences > Privacy Settings."
13/1/1695#0,Send reports,Send reports
13/1/1696#0,Do not send,Do not send
13/1/1697#0,"
Palm rejection accuracy can be improved 

by granting Clip Studio Paint the permissions to change device system settings. Do you want to grant permission to Clip Studio Paint?","
Palm rejection accuracy can be improved 

by granting Clip Studio Paint the permissions to change device system settings. Do you want to grant permission to Clip Studio Paint?"
13/1/1698#0,"To change the palm rejection settings, you need to have permission to change the device's system settings. 
Do you want to grant permission to Clip Studio Paint?","To change the palm rejection settings, you need to have permission to change the device's system settings. 
Do you want to grant permission to Clip Studio Paint?"
13/1/1699#0,"Canceled changes to the palm rejection settings.
 This setting can be changed from [Preferences]-[Touch gesture].","Canceled changes to the palm rejection settings.
 This setting can be changed from [Preferences]-[Touch gesture]."
13/1/1700#0,Canceled changes to the palm rejection settings.,Canceled changes to the palm rejection settings.
13/1/1701#0,"Disabled palm rejection settings.
 This setting can be changed from [Preferences]-[Touch gesture].","Disabled palm rejection settings.
 This setting can be changed from [Preferences]-[Touch gesture]."
13/1/1702#0,"Canceled changes to the palm rejection settings.
 Changing settings is not supported on this device.","Canceled changes to the palm rejection settings.
 Changing settings is not supported on this device."
13/1/1703#0,"You are logged into a different Clip Studio account than the account receiving notifications. 
Please sign into the Clip Studio account set up to receive notifications.","You are logged into a different Clip Studio account than the account receiving notifications. 
Please sign into the Clip Studio account set up to receive notifications."
13/1/1704#0,"Waiting to connect to smartphone. 
Please press the “Companion mode” button on your smartphone app to finish connecting. ","Waiting to connect to smartphone. 
Please press the “Companion mode” button on your smartphone app to finish connecting. "
13/1/1705#0,Bulk processing cannot be used for pages being edited by other users. Do you want to continue?,Bulk processing cannot be used for pages being edited by other users. Do you want to continue?
13/1/1706#0,Launch Companion Mode,Launch Companion Mode
13/1/1707#0,This QR code is not responding,This QR code is not responding
13/1/1709#0,"Cannot scan the QR code because the app does not have camera permissions.
Please open the app settings and allow the “Camera” permission.","Cannot scan the QR code because the app does not have camera permissions.
Please open the app settings and allow the “Camera” permission."
13/1/1710#0,"Cannot scan the QR code because the app does not have camera permissions.
Please open the app settings and allow the “Camera” permission.
Please note that the app will restart when you change the access permissions.","Cannot scan the QR code because the app does not have camera permissions.
Please open the app settings and allow the “Camera” permission.
Please note that the app will restart when you change the access permissions."
13/1/1711#0,Open settings,Open settings
13/1/1713#0,"The color profile preview will be turned on because you have opened a file with a color profile setting.
You can turn this preview off from the View menu > Color profile > Preview.","The color profile preview will be turned on because you have opened a file with a color profile setting.
You can turn this preview off from the View menu > Color profile > Preview."
13/1/1714#0,"Could not import the color profile.
The canvas will be created without a color profile.","Could not import the color profile.
The canvas will be created without a color profile."
13/1/1715#0,"Could not import the color profile.
The color profile will not be applied.","Could not import the color profile.
The color profile will not be applied."
13/1/1716#0,"Cannot scan the image because the app does not have camera permissions.
Please open the app settings and allow the “Camera” permission.","Cannot scan the image because the app does not have camera permissions.
Please open the app settings and allow the “Camera” permission."
13/1/1717#0,"Cannot scan the image because the app does not have camera permissions.
Please open the app settings and allow the “Camera” permission.
Please note that the app will restart when you change the access permissions.","Cannot scan the image because the app does not have camera permissions.
Please open the app settings and allow the “Camera” permission.
Please note that the app will restart when you change the access permissions."
13/1/1718#0,"Cannot record a movie because the app does not have camera permissions.
Please open the app settings and allow the “Camera” permission.","Cannot record a movie because the app does not have camera permissions.
Please open the app settings and allow the “Camera” permission."
13/1/1719#0,"Cannot record a movie because the app does not have camera permissions.
Please open the app settings and allow the “Camera” permission.
Please note that the app will restart when you change the access permissions.","Cannot record a movie because the app does not have camera permissions.
Please open the app settings and allow the “Camera” permission.
Please note that the app will restart when you change the access permissions."
13/1/1720#0,"Cannot record a movie because the app does not have microphone permissions.
Please open the app settings and allow the “Microphone” permission.
Please note that the app will restart when you change the access permissions.","Cannot record a movie because the app does not have microphone permissions.
Please open the app settings and allow the “Microphone” permission.
Please note that the app will restart when you change the access permissions."
13/1/1721#0,"Cannot record a movie because the app does not have camera or microphone permissions.
Please open the app settings and allow the “Camera” and “Microphone” permissions.
Please note that the app will restart when you change the access permissions.","Cannot record a movie because the app does not have camera or microphone permissions.
Please open the app settings and allow the “Camera” and “Microphone” permissions.
Please note that the app will restart when you change the access permissions."
13/1/1722#0,Open settings,Open settings
13/1/1724#0,"There is an unsaved canvas. 
Changing permissions in the app settings will restart Clip Studio Paint and may discard unsaved canvases.","There is an unsaved canvas. 
Changing permissions in the app settings will restart Clip Studio Paint and may discard unsaved canvases."
13/1/1725#0,Open settings,Open settings
13/1/1727#0,"Finished restoring app settings. 
Please restart the application to apply your restored settings.","Finished restoring app settings. 
Please restart the application to apply your restored settings."
13/1/1728#0,"The app settings download was interrupted, so brush tips using patterns may appear in the default state (black circles). 
Please restore the app settings again to fix this issue.","The app settings download was interrupted, so brush tips using patterns may appear in the default state (black circles). 
Please restore the app settings again to fix this issue."
13/1/1729#0,"The operation cannot be completed because there is an unsaved canvas.
Please close the canvas and try again.","The operation cannot be completed because there is an unsaved canvas.
Please close the canvas and try again."
13/1/1730#0,"All canvases will close to switch to Simple Mode.
Do you want to save your changes to all canvases?","All canvases will close to switch to Simple Mode.
Do you want to save your changes to all canvases?"
13/1/1731#0,"To switch to Simple Mode, you need to close any canvases with active timelines.
Do you want to save and close?","To switch to Simple Mode, you need to close any canvases with active timelines.
Do you want to save and close?"
13/1/1732#0,Save all,Save all
13/1/1733#0,Cancel switch,Cancel switch
13/1/1734#0,Confirm canvas,Confirm canvas
13/1/1735#0,Do you want to close all canvases and switch to Simple Mode?,Do you want to close all canvases and switch to Simple Mode?
13/1/1736#0,"When you switch to Simple Mode, any canvases with active timelines will close.
Do you want to proceed?","When you switch to Simple Mode, any canvases with active timelines will close.
Do you want to proceed?"
13/1/1737#0,Close canvas and switch,Close canvas and switch
13/1/1739#0,Do you want to switch to Studio Mode?,Do you want to switch to Studio Mode?
13/1/1740#0,"You can access more features in Studio Mode,
including editing layers that are not supported in Simple Mode.","You can access more features in Studio Mode,
including editing layers that are not supported in Simple Mode."
13/1/1741#0,"If you edit the timeline or layer structure in Studio Mode, you will not be able to switch back to editing it as an animation in Simple Mode.","If you edit the timeline or layer structure in Studio Mode, you will not be able to switch back to editing it as an animation in Simple Mode."
13/1/1742#0,Switch to Studio Mode,Switch to Studio Mode
13/1/1744#0,A recovery canvas was created,A recovery canvas was created
13/1/1745#0,"If the application closes with unsaved edits to a canvas, a recovery canvas will be created with the edits.

You can save the recovery file to apply the edits to the original canvas.","If the application closes with unsaved edits to a canvas, a recovery canvas will be created with the edits.

You can save the recovery file to apply the edits to the original canvas."
13/1/1747#0,Opened %s,Opened %s
13/1/1748#0,Opened %s [AutoRecovered],Opened %s [AutoRecovered]
13/1/1749#0,"Failed to save canvas, so the “Save recovery data for every operation” setting could not be changed.
Please save any unsaved canvases and try again.","Failed to save canvas, so the “Save recovery data for every operation” setting could not be changed.
Please save any unsaved canvases and try again."
13/1/1750#0,Restoring multiple canvases. It may take some time for the process to finish.,Restoring multiple canvases. It may take some time for the process to finish.
13/1/1751#0,Use more features,Use more features
13/1/1752#0,"This contains layers that are not usable in Simple Mode. In order to edit all layers, please switch to Studio Mode.","This contains layers that are not usable in Simple Mode. In order to edit all layers, please switch to Studio Mode."
13/1/1753#0,Switch to Studio Mode,Switch to Studio Mode
13/1/1755#0,"Memory usage is increasing. 
The system may cause the app to close without warning.","Memory usage is increasing. 
The system may cause the app to close without warning."
13/1/1756#0,"Memory usage is increasing. 
The system may cause the app to close without warning. To prevent unsaved data being lost, please save your project before continuing.","Memory usage is increasing. 
The system may cause the app to close without warning. To prevent unsaved data being lost, please save your project before continuing."
13/1/1757#0,"Memory usage is increasing. 
The system may cause the app to close without warning. To prevent unsaved data being lost, please close and save your project before continuing.","Memory usage is increasing. 
The system may cause the app to close without warning. To prevent unsaved data being lost, please close and save your project before continuing."
13/1/1759#0,See details,See details
13/1/1761#0,Your project has been saved. Please see the FAQ below for information on how to reduce memory usage.,Your project has been saved. Please see the FAQ below for information on how to reduce memory usage.
13/1/1762#0,Please see the FAQ below for information on how to reduce memory usage.,Please see the FAQ below for information on how to reduce memory usage.
13/1/1764#0,Read FAQ,Read FAQ
13/1/1765#0,"Storage space is low.
Please free at least 6GB of space in your Settings app > Storage. 
If there is insufficient storage space, projects may fail to save.","Storage space is low.
Please free at least 6GB of space in your Settings app > Storage. 
If there is insufficient storage space, projects may fail to save."
13/1/1766#0,Storage space is low,Storage space is low
13/1/1767#0,"Please free at least 6GB of space in your Settings app > Storage. If there is insufficient storage space, projects may fail to save.","Please free at least 6GB of space in your Settings app > Storage. If there is insufficient storage space, projects may fail to save."
13/1/1769#0,"If you open too many canvases, the memory usage will increase, and the system may force the app to close without warning.","If you open too many canvases, the memory usage will increase, and the system may force the app to close without warning."
13/1/1770#0,See details,See details
13/1/1772#0,Register new Tabmate 2,Register new Tabmate 2
13/1/1774#0,The new Tabmate 2 has been connected and registered.,The new Tabmate 2 has been connected and registered.
13/1/1775#0,"Connected and registered a Tabmate 2.
You can check the connection status and connect a device from the Tabmate 2 icon.","Connected and registered a Tabmate 2.
You can check the connection status and connect a device from the Tabmate 2 icon."
13/1/1776#0,Added an icon at the top left of the screen to connect a Tabmate 2.,Added an icon at the top left of the screen to connect a Tabmate 2.
13/1/1777#0,Connected and registered a Tabmate 2. You can check the connection status and connect a device from the Tabmate 2 icon that is now available.,Connected and registered a Tabmate 2. You can check the connection status and connect a device from the Tabmate 2 icon that is now available.
13/1/1778#0,"Connected and registered a Tabmate 2. 
Connection commands for the Tabmate 2 are now available in the menu.","Connected and registered a Tabmate 2. 
Connection commands for the Tabmate 2 are now available in the menu."
13/1/1780#0,"In order to connect a Bluetooth LE device, Clip Studio requires access to location information of this device.
This permission is only used to connect the Bluetooth LE device, and Clip Studio does not obtain or collect location information from this device.","In order to connect a Bluetooth LE device, Clip Studio requires access to location information of this device.
This permission is only used to connect the Bluetooth LE device, and Clip Studio does not obtain or collect location information from this device."
13/1/1781#0,Cancel connection,Cancel connection
13/1/1782#0,Cancel connection,Cancel connection
13/1/1783#0,View a list of Tabmate commands for Simple Mode?,View a list of Tabmate commands for Simple Mode?
13/1/1784#0,View a list of Tabmate 2 commands for Simple Mode?,View a list of Tabmate 2 commands for Simple Mode?
13/1/1785#0,"Tabmate settings are different for Studio Mode and Simple Mode. You can open the settings from the menu button at the top right of the canvas, then go to Preferences > Clip Studio Tabmate.","Tabmate settings are different for Studio Mode and Simple Mode. You can open the settings from the menu button at the top right of the canvas, then go to Preferences > Clip Studio Tabmate."
13/1/1786#0,"Tabmate 2 settings are different for Studio Mode and Simple Mode. You can open the settings from the menu button at the top right of the canvas, then go to Preferences > Clip Studio Tabmate.","Tabmate 2 settings are different for Studio Mode and Simple Mode. You can open the settings from the menu button at the top right of the canvas, then go to Preferences > Clip Studio Tabmate."
13/1/1787#0,Check settings,Check settings
13/1/1789#0,Connecting Tabmate 2,Connecting Tabmate 2
13/1/1790#0,Scanning for Tabmate 2,Scanning for Tabmate 2
13/1/1791#0,Connected to Tabmate 2,Connected to Tabmate 2
13/1/1792#0,Not connected to Tabmate 2,Not connected to Tabmate 2
13/1/1793#0,CLIP STUDIO TABMATE 2,CLIP STUDIO TABMATE 2
13/1/1794#0,"A command bar icon to connect a Tabmate 2 has been added.
You can check the connection status and connect a device from this icon.","A command bar icon to connect a Tabmate 2 has been added.
You can check the connection status and connect a device from this icon."
13/1/1795#0,Added an icon at the top left of the screen to connect a Tabmate 2.,Added an icon at the top left of the screen to connect a Tabmate 2.
13/1/1796#0,You can check the connection status and connect devices from this icon.,You can check the connection status and connect devices from this icon.
13/1/1797#0,Added a menu command to connect a Tabmate 2.,Added a menu command to connect a Tabmate 2.
13/1/1798#0,You can connect or disconnect the Tabmate 2 from the menu.,You can connect or disconnect the Tabmate 2 from the menu.
13/1/1799#0,"Cannot scan because Bluetooth is turned off or you do not have permission to access it.
Please check your settings and try scanning again.","Cannot scan because Bluetooth is turned off or you do not have permission to access it.
Please check your settings and try scanning again."
13/1/1800#0,Could not scan and connect to Tabmate 2 because your device does not support Bluetooth Low Energy.,Could not scan and connect to Tabmate 2 because your device does not support Bluetooth Low Energy.
13/1/1803#0,"“%s“ has been canceled because the file failed to save.
If you keep seeing this message, check that you have enough free storage space.","“%s“ has been canceled because the file failed to save.
If you keep seeing this message, check that you have enough free storage space."
13/1/1804#0,"Failed to save file. 
 Please try changing the file name or increasing your available storage and try saving again.
If this does not resolve the issue, please check the FAQ from “More information”.","Failed to save file. 
 Please try changing the file name or increasing your available storage and try saving again.
If this does not resolve the issue, please check the FAQ from “More information”."
13/1/1806#0,More information,More information
13/1/1807#0,"Failed to process the file because there is no Documents folder in the Internal Storage of the device. 
Please create a Documents folder directly under Internal Storage in the file manager app and try again.","Failed to process the file because there is no Documents folder in the Internal Storage of the device. 
Please create a Documents folder directly under Internal Storage in the file manager app and try again."
13/1/1809#0,More information,More information
13/1/1810#0,"Could not record to auto action.
To record your actions, please move the file to Internal Storage > Documents > Clip Studio and select it again.","Could not record to auto action.
To record your actions, please move the file to Internal Storage > Documents > Clip Studio and select it again."
13/1/1812#0,About the Clip Studio folder,About the Clip Studio folder
13/1/1813#0,"It may take longer than usual to import or save files created externally 
or saved outside the Clip Studio folder.
Use ""Save as"" to save the file in the Clip Studio folder 
so you can open and save it more quickly next time.","It may take longer than usual to import or save files created externally 
or saved outside the Clip Studio folder.
Use ""Save as"" to save the file in the Clip Studio folder 
so you can open and save it more quickly next time."
13/1/1815#0,More information,More information
13/1/1816#0,"It may take longer than usual to import or save files created 
or saved outside the Clip Studio folder.
Save files in the Clip Studio folder
to open and save them more quickly next time.","It may take longer than usual to import or save files created 
or saved outside the Clip Studio folder.
Save files in the Clip Studio folder
to open and save them more quickly next time."
13/1/1819#0,More information,More information
13/1/1820#0,Getting Started,Getting Started
13/1/1821#0,"The canvas is very large, so it may require a lot of memory to play the movie.
Would you like to reduce the canvas size to %d x %d px? ","The canvas is very large, so it may require a lot of memory to play the movie.
Would you like to reduce the canvas size to %d x %d px? "
13/1/1822#0,Reduce canvas size,Reduce canvas size
13/1/1823#0,Create at current size,Create at current size
13/1/1824#0,"The movie is too large to create a canvas at this size.
Would you like to create the canvas size at a reduced size of %d x %d px? ","The movie is too large to create a canvas at this size.
Would you like to create the canvas size at a reduced size of %d x %d px? "
13/1/1825#0,Reduce canvas size,Reduce canvas size
13/1/1828#0,"Failed to export file.
There may not be sufficient memory.
Please try the following and export again.

- Close other canvases and applications
- In Preferences, lower the value of ""Allocate to application""","Failed to export file.
There may not be sufficient memory.
Please try the following and export again.

- Close other canvases and applications
- In Preferences, lower the value of ""Allocate to application"""
13/1/1829#0,"Failed to export file.
There may not be sufficient memory.
If other canvases are open, please close them and then try again.","Failed to export file.
There may not be sufficient memory.
If other canvases are open, please close them and then try again."
13/1/1830#0,See more,See more
13/1/1832#0,"The work time for this canvas will be reset to 00:00.
This operation cannot be undone. Would you like to continue?","The work time for this canvas will be reset to 00:00.
This operation cannot be undone. Would you like to continue?"
13/1/16#0,To CLIP website,To CLIP website
13/1/20#0,"CLIP STUDIO PAINT 1.3.8 RC version has expired.
Thank you for using CLIP STUDIO PAINT.

We are developing several services for your creative activity on ""CLIP"" 

[Creative Activity Support ""CLIP"" ]","CLIP STUDIO PAINT 1.3.8 RC version has expired.
Thank you for using CLIP STUDIO PAINT.

We are developing several services for your creative activity on ""CLIP"" 

[Creative Activity Support ""CLIP"" ]"
13/1/1833#0,The app closed unexpectedly.,The app closed unexpectedly.
13/1/1834#0,The app may have closed before saving the project.,The app may have closed before saving the project.
13/1/1835#0,Report a problem,Report a problem
13/1/1854#0, , 
14/1/13#0,Apply layer comps,Apply layer comps
14/1/3#0,Layer comp ,Layer comp 
14/1/6#0,Apply to,Apply to
14/1/8#0,All pages,All pages
14/1/10#0,Selected pages,Selected pages
14/1/14#0,There are no layer comps on the selected pages.,There are no layer comps on the selected pages.
15/1/3#0,Analyze colors and colorize,Analyze colors and colorize
15/1/16#0,Colorize areas without hints,Colorize areas without hints
15/1/14#0,Reset all,Reset all
15/1/18#0,"Analyze colors and colorize

 The software analyzes the hint image for each color and then adds color. 
 You can make detailed adjustments to the colors using the Tone Curve.
 Up to ten colors can be used, depending on the size of the hint image. 
 Colors exceeding this amount will be ignored.
","Analyze colors and colorize

 The software analyzes the hint image for each color and then adds color. 
 You can make detailed adjustments to the colors using the Tone Curve.
 Up to ten colors can be used, depending on the size of the hint image. 
 Colors exceeding this amount will be ignored.
"
15/1/52#0,^0%1d) R:^1%3d G:^2%3d B:^3%3d,^0%1d) R:^1%3d G:^2%3d B:^3%3d
15/1/20#0,Blur strength,Blur strength
15/1/23#0,Blur accuracy,Blur accuracy
15/1/26#0,Remove main lines,Remove main lines
16/1/25#0,Batch process,Batch process
16/1/5#0,Apply to,Apply to
16/1/14#0,Save options,Save options
16/1/13#0,Current canvas,Current canvas
16/1/11#0,Open canvases,Open canvases
16/1/7#0,All pages,All pages
16/1/9#0,Selected pages,Selected pages
16/1/26#0,Specified pages,Specified pages
16/1/16#0,Close without saving,Close without saving
16/1/18#0,Save and close,Save and close
16/1/20#0,Save As and close,Save As and close
16/1/22#0,Do not close open canvases,Do not close open canvases
16/1/27#0,Menu commands,Menu commands
16/1/28#0,Auto actions,Auto actions
16/1/29#0,Invalid page specification.,Invalid page specification.
16/1/30#0,Includes page numbers outside of the range. Please enter a value between %d and %d.,Includes page numbers outside of the range. Please enter a value between %d and %d.
16/1/31#0,Execution command is not specified.,Execution command is not specified.
17/1/13#0,Next batch process,Next batch process
17/1/6#0,Show the settings dialog each time,Show the settings dialog each time
17/1/10#0,Do not show this dialog again,Do not show this dialog again
17/1/14#0,Start processing of %s.,Start processing of %s.
17/1/15#0,The following processes could not be carried out because the file window was closed.,The following processes could not be carried out because the file window was closed.
17/1/16#0,The following processes could not be carried out because the page management of the file(s) has changed.,The following processes could not be carried out because the page management of the file(s) has changed.
18/1/15#0, - New, - New
18/1/16#0, - 3D Preview for Binding, - 3D Preview for Binding
18/1/17#0, - Export fanzine printing data, - Export fanzine printing data
18/1/18#0, - Change page settings, - Change page settings
18/1/19#0, - Change project settings, - Change project settings
18/1/5#0,This file cannot be used for exporting fanzine printing data.,This file cannot be used for exporting fanzine printing data.
18/1/22#0,"Fanzine settings are being used, 
but this setting cannot be used for fanzine print data.","Fanzine settings are being used, 
but this setting cannot be used for fanzine print data."
18/1/23#0,3D preview for binding cannot be executed with this setting.,3D preview for binding cannot be executed with this setting.
18/1/13#0,There is recommended content to check several settings.,There is recommended content to check several settings.
19/1/22#0,Change book size.,Change book size.
19/1/4#0,Book size,Book size
19/1/3#0,Same size,Same size
19/1/11#0,Scale up/down,Scale up/down
20/1/5#0,Print output at corner store,Print output at corner store
21/1/40#0,Export fanzine printing data,Export fanzine printing data
21/1/35#0,Comment for print vendor,Comment for print vendor
21/1/41#0,Binding information,Binding information
21/1/42#0,Book size,Book size
21/1/3#0,Trim (finish) size (unit: mm),Trim (finish) size (unit: mm)
21/1/14#0,Bleed width,Bleed width
21/1/31#0,Page range,Page range
21/1/33#0,Export cover page and back cover page,Export cover page and back cover page
21/1/45#0,Fanzine setting,Fanzine setting
22/1/3#0,Exporting was completed.,Exporting was completed.
22/1/6#0,You can access to the data exported from here.,You can access to the data exported from here.
22/1/8#0,Check exported data,Check exported data
22/1/9#0,You can send data from here to corner stores.,You can send data from here to corner stores.
23/1/3#0,Exporting was completed.,Exporting was completed.
23/1/6#0,You can publish comic for Kindle right now from here.,You can publish comic for Kindle right now from here.
23/1/8#0,Proceed to Kindled Direct Publishing (KDP),Proceed to Kindled Direct Publishing (KDP)
23/1/10#0,You can access to the data exported from here.,You can access to the data exported from here.
23/1/12#0,Check exported data,Check exported data
24/1/2#0,Title (required),Title (required)
24/1/4#0,Title (sort key),Title (sort key)
24/1/8#0,Author (sort key),Author (sort key)
24/1/17#0,Publishing company (sort key),Publishing company (sort key)
24/1/21#0,Date modified,Date modified
24/1/37#0,Type of identifier,Type of identifier
24/1/23#0,Value of identifier,Value of identifier
24/1/30#0,Export back cover page,Export back cover page
24/1/32#0,Insert a blank page so the last pages will be a two-page spread.,Insert a blank page so the last pages will be a two-page spread.
24/1/36#0,Compatible with EBPAJ EPUB3 production guide,Compatible with EBPAJ EPUB3 production guide
