idx	offset	kind	byte_len	text
6015	670080	text	23	Webtoon (800 x 10000px)
6016	670107	text	26	Sticker size (370 x 320px)
6017	670137	text	23	Screen size (%d x %dpx)
6018	670164	text	18	Square (%d x %dpx)
6019	670186	text	19	4:3 (1600 x 1200px)
6020	670209	text	20	16:9 (1920 x 1080px)
6021	670233	text	19	3:4 (1200 x 1600px)
6022	670256	text	20	9:16 (1080 x 1920px)
6023	670280	text	35	720 x 540 (144dpi) with blank space
6024	670319	text	36	1280 x 720 (144dpi) with blank space
6025	670359	text	37	1920 x 1080 (192dpi) with blank space
6026	670400	text	31	1080 x 1920 (72dpi), no margins
6027	670435	text	31	1080 x 1080 (72dpi), no margins
6028	670470	text	36	B5 | Cover: Color | Body: Monochrome
6029	670510	text	36	B6 | Cover: Color | Body: Monochrome
6030	670550	text	36	A4 | Cover: Color | Body: Monochrome
6031	670590	text	36	A5 | Cover: Color | Body: Monochrome
6032	670630	text	41	B5 | Cover: Monochrome | Body: Monochrome
6033	670675	text	41	B6 | Cover: Monochrome | Body: Monochrome
6034	670720	text	41	A4 | Cover: Monochrome | Body: Monochrome
6035	670765	text	41	A5 | Cover: Monochrome | Body: Monochrome
6036	670810	text	31	B5 | Cover: Color | Body: Color
6037	670845	text	31	B6 | Cover: Color | Body: Color
6038	670880	text	31	A4 | Cover: Color | Body: Color
6039	670915	text	31	A5 | Cover: Color | Body: Color
6040	670950	key	2	72
6041	670956	key	3	144
6042	670963	key	3	300
6043	670970	key	3	350
6044	670977	key	3	600
6045	670984	key	4	1200
6046	670992	key	3	dpi
6047	670999	key	2	B4
6048	671005	key	2	B5
6049	671011	key	2	B6
6050	671017	key	2	A4
6051	671023	key	2	A5
6052	671029	key	2	A6
6053	671035	key	8	Postcard
6054	671047	text	20	For commercial issue
6055	671071	text	9	B5 square
6056	671084	text	9	A5 square
6057	671097	key	5	Color
6058	671106	key	4	Gray
6059	671114	key	8	Monotone
6060	671126	key	5	Color
6061	671135	key	4	Gray
6062	671143	text	21	Gray (Monotone Black)
6063	671168	text	21	Gray (Monotone White)
6064	671193	text	28	Monochrome (black and white)
6065	671225	text	18	Monochrome (Black)
6066	671247	text	18	Monochrome (White)
6067	671269	key	3	%2d
6068	671276	key	2	11
6069	671282	key	2	12
6070	671288	key	3	148
6071	671295	key	3	260
6072	671302	key	3	200
6073	671309	key	3	200
6074	671316	key	3	240
6075	671323	key	3	240
6076	671330	key	3	305
6077	671337	key	2	85
6078	671343	key	3	120
6079	671350	key	3	120
6080	671357	key	3	335
6081	671364	key	2	85
6082	671370	key	2	80
6083	671376	key	2	80
6084	671382	key	2	68
6085	671388	key	2	68
6086	671394	key	3	390
6087	671401	key	3	382
6088	671408	key	2	80
6089	671414	key	2	90
6090	671420	key	3	590
6091	671427	key	3	170
6092	671434	key	3	170
6093	671441	key	2	83
6094	671447	key	3	170
6095	671454	key	3	550
6096	671461	text	30	Search for templates on ASSETS
6097	671635	key	11	Crystallize
6098	671650	text	9	Cell size
6099	671663	key	10	Randomness
6100	671677	text	10	Offset (W)
6101	671691	text	10	Offset (H)
6102	671705	key	6	Tiling
6103	671715	key	2	OK
6104	671721	key	6	Cancel
6105	671731	key	7	Preview
6106	671832	key	6	PWView
6107	671858	key	6	PWView
6108	672144	key	12	PWPushButton
6109	672176	key	12	PWPushButton
6110	672292	key	6	PWView
6111	672572	key	12	PWPushButton
6112	672604	key	12	PWPushButton
6113	672720	key	6	PWView
6114	673000	key	10	PWCheckBox
6115	673030	key	10	PWCheckBox
6116	673104	key	6	PWView
6117	673412	key	10	PWCheckBox
6118	673442	key	10	PWCheckBox
6119	673516	key	6	PWView
6120	673994	text	27	Divide frame border equally
6121	674025	key	2	OK
6122	674031	key	6	Cancel
6123	674041	text	28	Number of vertical divisions
6124	674073	text	30	Number of horizontal divisions
6125	674107	text	30	Fit to Side Direction of Frame
6126	674141	text	13	Divide folder
6127	674158	text	15	Duplicate Layer
6128	674177	text	19	Create empty folder
6129	674200	text	13	Do not change
6130	674217	text	28	There is no frame to divide.
6131	674249	key	3	150
6132	674256	key	3	150
6133	674263	key	3	275
6134	674270	key	2	10
6135	674366	key	6	PWView
6136	674392	key	6	PWView
6137	674788	key	10	PWCheckBox
6138	674818	key	10	PWCheckBox
6139	674872	key	6	PWView
6140	675176	key	12	PWStaticText
6141	675208	key	12	PWStaticText
6142	675304	key	6	PWView
6143	675545	key	1	b
6144	675620	key	9	PWEditBox
6145	675649	key	9	PWEditBox
6146	675702	key	6	PWView
6147	675974	key	19	PWPopupSliderButton
6148	676013	key	19	PWPopupSliderButton
6149	676116	key	6	PWView
6150	676404	key	10	PWCheckBox
6151	676434	key	10	PWCheckBox
6152	676488	key	6	PWView
6153	676792	key	12	PWStaticText
6154	676824	key	12	PWStaticText
6155	676920	key	6	PWView
6156	677161	key	1	b
6157	677236	key	9	PWEditBox
6158	677265	key	9	PWEditBox
6159	677318	key	6	PWView
6160	677590	key	19	PWPopupSliderButton
6161	677629	key	19	PWPopupSliderButton
6162	677732	key	6	PWView
6163	678020	key	10	PWCheckBox
6164	678050	key	10	PWCheckBox
6165	678124	key	6	PWView
6166	678432	key	12	PWStaticText
6167	678464	key	12	PWStaticText
6168	678560	key	6	PWView
6169	678844	key	10	PWCheckBox
6170	678874	key	10	PWCheckBox
6171	678998	key	6	PWView
6172	679314	key	10	PWCheckBox
6173	679344	key	10	PWCheckBox
6174	679468	key	6	PWView
6175	679784	key	10	PWCheckBox
6176	679814	key	10	PWCheckBox
6177	679938	key	6	PWView
6178	680254	key	12	PWPushButton
6179	680286	key	12	PWPushButton
6180	680402	key	6	PWView
6181	680682	key	12	PWPushButton
6182	680714	key	12	PWPushButton
6183	680830	key	6	PWView
6184	681158	key	17	PWEditSliderJoint
6185	681195	key	17	PWEditSliderJoint
6186	681266	key	16	PWViewAttachment
6187	681406	key	17	PWEditSliderJoint
6188	681443	key	17	PWEditSliderJoint
6189	681514	key	16	PWViewAttachment
6190	681654	key	12	PWRadioGroup
6191	681686	key	12	PWRadioGroup
6192	681772	key	16	PWViewAttachment
6193	682560	text	45	CLIP STUDIO MONO出力%s　サンプル設定
6194	682609	text	64	CLIP STUDIO MONOで使用するサンプルを指定します。
6195	682677	text	6	次へ
6196	682687	key	2	OK
6197	682693	text	6	戻る
6198	682703	text	9	ヘルプ
6199	682716	text	33	作品をサンプルに含める
6200	682753	text	48	選択した画像ファイルを追加します
6201	682805	text	48	選択した画像ファイルを削除します
6202	682857	text	54	選択した画像ファイルを上へ移動します
6203	682915	text	54	選択した画像ファイルを下へ移動します
6204	682973	text	45	タイムラプスに制作時間を含める
6205	683022	text	39	全ページの総制作時間を表示
6206	683065	text	57	全ページの総制作時間を表示　%d時間%02d分
6207	683126	text	33	ファイル・タイムラプス
6208	683163	text	18	タイムラプス
6209	683185	text	6	表紙
6210	683195	text	9	裏表紙
6211	683208	text	18	表紙・裏表紙
6212	683230	text	11	表紙(裏)
6213	683245	text	14	裏表紙(裏)
6214	683263	text	14	%dページ目
6215	683281	text	19	%d・%dページ目
6216	683304	key	5	%s_%s
6217	683313	text	14	%dページ目
6218	683331	text	19	%d・%dページ目
6219	683354	text	6	表紙
6220	683364	text	9	裏表紙
6221	683377	text	18	表紙・裏表紙
6222	683399	text	11	表紙(裏)
6223	683414	text	14	裏表紙(裏)
6224	683432	text	30	制作時間：%d時間%02d分
6225	683466	text	18	ページを指定
6226	683488	text	30	レイヤーカンプを指定
6227	683522	text	15	すべて選択
6228	683541	text	15	すべて解除
6229	683560	text	53	「%s」を削除します。よろしいですか？
6230	683617	text	167	対応しているすべての形式|*.png;*.jpg;*.jpeg;*.tif;*.tiff;*.bmp;*.tga;*.webp|BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*.tiff|Targa|*.tga|WebP|*.webp
6231	683788	text	102	出力画像サンプル数は10以下、タイムラプス数は1以下を指定してください。
6232	683894	text	216	コンテンツ販売時の、お試し用サンプルを追加できます。創作過程となる短いタイムラプス、創作時に取材した写真など、その作品を彩る画像も追加できます。
6233	684114	text	45	画像の読み込みに失敗しました。
6234	684265	key	6	PWView
6235	684291	key	6	PWView
6236	684486	key	1	v
6237	684677	key	12	PWStaticText
6238	684709	key	12	PWStaticText
6239	684785	key	6	PWView
6240	684990	key	1	|
6241	685065	key	10	PWCheckBox
6242	685095	key	10	PWCheckBox
6243	685169	key	6	PWView
6244	685370	key	1	v
6245	685445	key	12	PWStaticText
6246	685477	key	12	PWStaticText
6247	685543	key	6	PWView
6248	685744	key	1	|
6249	685819	key	10	PWCheckBox
6250	685849	key	10	PWCheckBox
6251	685923	key	6	PWView
6252	686199	key	9	PWListBox
6253	686228	key	12	PWScrollView
6254	686304	key	6	PWView
6255	686494	key	9	PWListBox
6256	686715	key	12	PWPushButton
6257	686747	key	12	PWPushButton
6258	686853	key	6	PWView
6259	687157	key	12	PWPushButton
6260	687189	key	12	PWPushButton
6261	687295	key	6	PWView
6262	687599	key	12	PWPushButton
6263	687631	key	12	PWPushButton
6264	687737	key	6	PWView
6265	688041	key	12	PWPushButton
6266	688073	key	12	PWPushButton
6267	688179	key	6	PWView
6268	688483	key	12	PWStaticIcon
6269	688515	key	12	PWStaticIcon
6270	688591	key	6	PWView
6271	688867	key	12	PWStaticText
6272	688899	key	12	PWStaticText
6273	688975	key	6	PWView
6274	689180	key	1	*
6275	689255	key	6	PWView
6276	689281	key	6	PWView
6277	689553	key	12	PWPushButton
6278	689585	key	12	PWPushButton
6279	689701	key	6	PWView
6280	689985	key	12	PWPushButton
6281	690017	key	12	PWPushButton
6282	690133	key	6	PWView
6283	690449	key	6	PWView
6284	690475	key	6	PWView
6285	690670	key	1	*
6286	690921	key	12	PWStaticText
6287	690953	key	12	PWStaticText
6288	691029	key	6	PWView
6289	691234	key	1	|
6290	691309	key	10	PWCheckBox
6291	691339	key	10	PWCheckBox
6292	691413	key	6	PWView
6293	691614	key	1	*
6294	691689	key	6	PWView
6295	691715	key	6	PWView
6296	691987	key	12	PWPushButton
6297	692019	key	12	PWPushButton
6298	692095	key	6	PWView
6299	692375	key	12	PWPushButton
6300	692407	key	12	PWPushButton
6301	692483	key	6	PWView
6302	692688	key	1	v
6303	692763	key	12	PWStaticText
6304	692795	key	12	PWStaticText
6305	692861	key	6	PWView
6306	693062	key	1	|
6307	693137	key	10	PWCheckBox
6308	693167	key	10	PWCheckBox
6309	693241	key	6	PWView
6310	693442	key	1	d
6311	693517	key	10	PWCheckBox
6312	693547	key	10	PWCheckBox
6313	693601	key	6	PWView
6314	693798	key	1	*
6315	693873	key	6	PWView
6316	693899	key	6	PWView
6317	694171	key	12	PWPushButton
6318	694203	key	12	PWPushButton
6319	694309	key	6	PWView
6320	694613	key	12	PWPushButton
6321	694645	key	12	PWPushButton
6322	694751	key	6	PWView
6323	695055	key	12	PWPushButton
6324	695087	key	12	PWPushButton
6325	695193	key	6	PWView
6326	695497	key	12	PWPushButton
6327	695529	key	12	PWPushButton
6328	695635	key	6	PWView
6329	695939	key	12	PWPushButton
6330	695971	key	12	PWPushButton
6331	696047	key	6	PWView
6332	696327	key	12	PWPushButton
6333	696359	key	12	PWPushButton
6334	696435	key	6	PWView
6335	696715	key	12	PWStaticIcon
6336	696747	key	12	PWStaticIcon
6337	696823	key	6	PWView
6338	697099	key	12	PWStaticText
6339	697131	key	12	PWStaticText
6340	697207	key	6	PWView
6341	697412	key	1	*
6342	697487	key	6	PWView
6343	697513	key	6	PWView
6344	697785	key	12	PWPushButton
6345	697817	key	12	PWPushButton
6346	697933	key	6	PWView
6347	698217	key	12	PWPushButton
6348	698249	key	12	PWPushButton
6349	698365	key	6	PWView
6350	698747	text	40	CLIP STUDIO MONO出力登録形式設定
6351	698791	text	42	登録形式を選択してください。
6352	698837	text	67	イメージ、イメージブック、イメージパック 形式
6353	698908	text	24	CLIP STUDIO PAINT 形式
6354	698936	text	103	シンプルなイラスト、本形式として提供したい場合、 こちらを選択します。
6355	699043	text	179	作品のタイムラプスやレイヤー構造、 タイムラインなど、データの中身も閲覧できる状態で提供したい場合、 こちらを選択します。
6356	699226	key	2	OK
6357	699232	text	15	キャンセル
6358	699251	text	9	ヘルプ
6359	699354	key	6	PWView
6360	699380	key	6	PWView
6361	699676	key	12	PWStaticText
6362	699708	key	12	PWStaticText
6363	699784	key	6	PWView
6364	700064	key	6	PWView
6365	700090	key	6	PWView
6366	700376	key	10	PWCheckBox
6367	700406	key	10	PWCheckBox
6368	700530	key	6	PWView
6369	700846	key	12	PWStaticText
6370	700878	key	12	PWStaticText
6371	700954	key	6	PWView
6372	701234	key	10	PWCheckBox
6373	701264	key	10	PWCheckBox
6374	701388	key	6	PWView
6375	701704	key	12	PWStaticText
6376	701736	key	12	PWStaticText
6377	701812	key	6	PWView
6378	702059	key	1	v
6379	702120	key	12	PWRadioGroup
6380	702152	key	12	PWRadioGroup
6381	702238	key	16	PWViewAttachment
6382	702518	key	12	PWPushButton
6383	702550	key	12	PWPushButton
6384	702666	key	6	PWView
6385	702950	key	12	PWPushButton
6386	702982	key	12	PWPushButton
6387	703098	key	6	PWView
6388	703303	key	1	*
6389	703378	key	6	PWView
6390	703404	key	6	PWView
6391	703966	text	48	CLIP STUDIO MONO出力%s　サムネイル設定
6392	704018	text	48	データのサムネイルを作成します。
6393	704070	text	24	縦横比を固定する
6394	704098	text	3	幅
6395	704105	text	6	高さ
6396	704115	text	6	質感
6397	704125	text	6	単位
6398	704135	key	2	mm
6399	704141	text	30	コート紙（加工なし）
6400	704175	text	26	コート紙（PP加工）
6401	704205	text	15	キャンバス
6402	704224	text	15	本文の紙質
6403	704243	text	9	書籍紙
6404	704256	text	12	コート紙
6405	704272	text	15	表紙の紙質
6406	704291	text	27	コート紙・加工なし
6407	704322	text	32	コート紙・クリアPP加工
6408	704358	text	15	キャンバス
6409	704377	text	18	表紙のタイプ
6410	704399	text	18	ソフトカバー
6411	704421	text	18	ハードカバー
6412	704443	key	2	OK
6413	704449	text	6	戻る
6414	704459	text	9	ヘルプ
6415	704472	text	90	レイヤーカンプが適用されていない画像でプレビューしています。
6416	704668	key	6	PWView
6417	704694	key	6	PWView
6418	705110	key	12	PWStaticText
6419	705142	key	12	PWStaticText
6420	705218	key	6	PWView
6421	705498	key	12	PWPushButton
6422	705530	key	12	PWPushButton
6423	705646	key	6	PWView
6424	705926	key	12	PWPushButton
6425	705958	key	12	PWPushButton
6426	706074	key	6	PWView
6427	706354	key	12	PWStaticText
6428	706386	key	12	PWStaticText
6429	706482	key	6	PWView
6430	706798	key	9	PWEditBox
6431	706827	key	9	PWEditBox
6432	706880	key	6	PWView
6433	707184	key	19	PWPopupSliderButton
6434	707223	key	19	PWPopupSliderButton
6435	707326	key	6	PWView
6436	707662	key	12	PWStaticText
6437	707694	key	12	PWStaticText
6438	707770	key	6	PWView
6439	708050	key	12	PWStaticText
6440	708082	key	12	PWStaticText
6441	708178	key	6	PWView
6442	708494	key	9	PWEditBox
6443	708523	key	9	PWEditBox
6444	708576	key	6	PWView
6445	708880	key	19	PWPopupSliderButton
6446	708919	key	19	PWPopupSliderButton
6447	709022	key	6	PWView
6448	709358	key	12	PWStaticText
6449	709390	key	12	PWStaticText
6450	709466	key	6	PWView
6451	709746	key	10	PWCheckBox
6452	709776	key	10	PWCheckBox
6453	709850	key	6	PWView
6454	710158	key	12	PWStaticText
6455	710190	key	12	PWStaticText
6456	710286	key	6	PWView
6457	710602	key	13	PWPopupButton
6458	710635	key	13	PWPopupButton
6459	710722	key	6	PWView
6460	710971	key	1	*
6461	711046	key	6	PWView
6462	711072	key	6	PWView
6463	711344	key	12	PWStaticText
6464	711376	key	12	PWStaticText
6465	711452	key	6	PWView
6466	711657	key	1	*
6467	711732	key	6	PWView
6468	711758	key	6	PWView
6469	712068	key	17	PWEditSliderJoint
6470	712105	key	17	PWEditSliderJoint
6471	712176	key	16	PWViewAttachment
6472	712316	key	17	PWEditSliderJoint
6473	712353	key	17	PWEditSliderJoint
6474	712424	key	16	PWViewAttachment
6475	712588	key	6	PWView
6476	712614	key	6	PWView
6477	712970	key	12	PWStaticText
6478	713002	key	12	PWStaticText
6479	713078	key	6	PWView
6480	713358	key	12	PWPushButton
6481	713390	key	12	PWPushButton
6482	713506	key	6	PWView
6483	713786	key	12	PWPushButton
6484	713818	key	12	PWPushButton
6485	713934	key	6	PWView
6486	714214	key	12	PWStaticText
6487	714246	key	12	PWStaticText
6488	714342	key	6	PWView
6489	714626	key	13	PWPopupButton
6490	714659	key	13	PWPopupButton
6491	714746	key	6	PWView
6492	715070	key	12	PWStaticText
6493	715102	key	12	PWStaticText
6494	715198	key	6	PWView
6495	715482	key	13	PWPopupButton
6496	715515	key	13	PWPopupButton
6497	715602	key	6	PWView
6498	715926	key	12	PWStaticText
6499	715958	key	12	PWStaticText
6500	716054	key	6	PWView
6501	716338	key	13	PWPopupButton
6502	716371	key	13	PWPopupButton
6503	716458	key	6	PWView
6504	716707	key	1	*
6505	716782	key	6	PWView
6506	716808	key	6	PWView
6507	717005	key	1	*
6508	717080	key	6	PWView
6509	717106	key	6	PWView
6510	717920	text	13	Advanced Fill
6511	717937	key	2	OK
6512	717943	key	6	Cancel
6513	717953	text	13	Drawing color
6514	717970	text	18	Main drawing color
6515	717992	text	17	Sub drawing color
6516	718013	text	17	Transparent color
6517	718034	text	15	Specified color
6518	718053	key	5	Black
6519	718062	key	5	White
6520	718071	key	7	Opacity
6521	718082	text	13	Blending mode
6522	718099	key	13	Anti-aliasing
6523	718116	text	12	Target color
6524	718132	key	9	Tolerance
6525	718145	text	14	Refer multiple
6526	718163	text	20	Exclude draft layers
6527	718187	text	12	Exclude text
6528	718203	text	21	Exclude editing layer
6529	718228	text	19	Exclude paper layer
6530	718251	text	21	Refer to image border
6531	718276	text	22	Fill up to vector path
6532	718302	text	16	Fill closed area
6533	718322	text	9	Close gap
6534	718335	text	12	Area scaling
6535	718351	text	12	Scaling mode
6536	718367	key	1	%
6537	718372	key	2	px
6538	718378	key	2	mm
6539	718384	text	17	Target all colors
6540	718405	text	16	Only transparent
6541	718425	text	22	Other than transparent
6542	718451	text	10	Only black
6543	718465	text	16	Other than black
6544	718485	text	26	Only white and transparent
6545	718515	text	32	Other than white and transparent
6546	718551	text	37	Treat semi-transparent as transparent
6547	718592	text	38	All enclosed areas except transparency
6548	718634	text	41	All enclosed areas including transparency
6549	718679	text	65	Opacity value is invalid. Please enter a value between %d and %d.
6550	718748	text	63	Color value is invalid. Please enter a value between %d and %d.
6551	718815	text	64	Color margin is invalid. Please enter a value between %d and %d.
6552	718883	text	67	Close gap value is invalid. Please enter a value between %d and %d.
6553	718954	text	70	Area scaling value is invalid. Please enter a value between %d and %d.
6554	719028	text	71	Close gap value is invalid. Please enter a value between %.2f and %.2f.
6555	719103	text	74	Area scaling value is invalid. Please enter a value between %.2f and %.2f.
6556	719271	key	6	PWView
6557	719297	key	6	PWView
6558	719933	key	12	PWStaticText
6559	719965	key	12	PWStaticText
6560	720061	key	6	PWView
6561	720345	key	13	PWPopupButton
6562	720378	key	13	PWPopupButton
6563	720465	key	6	PWView
6564	720714	key	1	j
6565	720789	key	13	PWColorButton
6566	720822	key	13	PWColorButton
6567	720879	key	6	PWView
6568	721076	key	1	j
6569	721151	key	13	PWColorSlider
6570	721184	key	13	PWColorSlider
6571	721241	key	6	PWView
6572	721438	key	1	b
6573	721513	key	9	PWEditBox
6574	721542	key	9	PWEditBox
6575	721595	key	6	PWView
6576	721867	key	19	PWPopupSliderButton
6577	721906	key	19	PWPopupSliderButton
6578	722009	key	6	PWView
6579	722313	key	12	PWStaticText
6580	722345	key	12	PWStaticText
6581	722421	key	6	PWView
6582	722701	key	12	PWStaticText
6583	722733	key	12	PWStaticText
6584	722829	key	6	PWView
6585	723145	key	9	PWEditBox
6586	723174	key	9	PWEditBox
6587	723227	key	6	PWView
6588	723531	key	19	PWPopupSliderButton
6589	723570	key	19	PWPopupSliderButton
6590	723673	key	6	PWView
6591	724009	key	12	PWStaticText
6592	724041	key	12	PWStaticText
6593	724137	key	6	PWView
6594	724453	key	13	PWPopupButton
6595	724486	key	13	PWPopupButton
6596	724573	key	6	PWView
6597	724929	key	10	PWCheckBox
6598	724959	key	10	PWCheckBox
6599	725033	key	6	PWView
6600	725266	key	1	d
6601	725341	key	10	PWGroupBox
6602	725371	key	10	PWGroupBox
6603	725425	key	6	PWView
6604	725697	key	12	PWStaticText
6605	725729	key	12	PWStaticText
6606	725825	key	6	PWView
6607	726141	key	13	PWPopupButton
6608	726174	key	13	PWPopupButton
6609	726261	key	6	PWView
6610	726617	key	12	PWStaticText
6611	726649	key	12	PWStaticText
6612	726745	key	6	PWView
6613	727061	key	9	PWEditBox
6614	727090	key	9	PWEditBox
6615	727143	key	6	PWView
6616	727447	key	19	PWPopupSliderButton
6617	727486	key	19	PWPopupSliderButton
6618	727589	key	6	PWView
6619	727925	key	12	PWStaticText
6620	727957	key	12	PWStaticText
6621	728053	key	6	PWView
6622	728369	key	9	PWEditBox
6623	728398	key	9	PWEditBox
6624	728451	key	6	PWView
6625	728755	key	19	PWPopupSliderButton
6626	728794	key	19	PWPopupSliderButton
6627	728897	key	6	PWView
6628	729233	key	12	PWStaticText
6629	729265	key	12	PWStaticText
6630	729341	key	6	PWView
6631	729621	key	12	PWStaticText
6632	729653	key	12	PWStaticText
6633	729749	key	6	PWView
6634	730065	key	13	PWPopupButton
6635	730098	key	13	PWPopupButton
6636	730185	key	6	PWView
6637	730541	key	10	PWCheckBox
6638	730571	key	10	PWCheckBox
6639	730645	key	6	PWView
6640	730953	key	12	PWStaticText
6641	730985	key	12	PWStaticText
6642	731081	key	6	PWView
6643	731397	key	9	PWEditBox
6644	731426	key	9	PWEditBox
6645	731479	key	6	PWView
6646	731783	key	19	PWPopupSliderButton
6647	731822	key	19	PWPopupSliderButton
6648	731925	key	6	PWView
6649	732261	key	12	PWStaticText
6650	732293	key	12	PWStaticText
6651	732369	key	6	PWView
6652	732574	key	1	d
6653	732649	key	10	PWGroupBox
6654	732679	key	10	PWGroupBox
6655	732733	key	6	PWView
6656	733005	key	10	PWCheckBox
6657	733035	key	10	PWCheckBox
6658	733109	key	6	PWView
6659	733417	key	13	PWPopupButton
6660	733450	key	13	PWPopupButton
6661	733537	key	6	PWView
6662	733861	key	12	PWStaticText
6663	733893	key	12	PWStaticText
6664	733989	key	6	PWView
6665	734269	key	13	PWPopupButton
6666	734302	key	13	PWPopupButton
6667	734389	key	6	PWView
6668	734713	key	10	PWCheckBox
6669	734743	key	10	PWCheckBox
6670	734817	key	6	PWView
6671	735125	key	10	PWCheckBox
6672	735155	key	10	PWCheckBox
6673	735229	key	6	PWView
6674	735537	key	12	PWPushButton
6675	735569	key	12	PWPushButton
6676	735685	key	6	PWView
6677	735965	key	12	PWPushButton
6678	735997	key	12	PWPushButton
6679	736113	key	6	PWView
6680	736461	key	17	PWEditSliderJoint
6681	736498	key	17	PWEditSliderJoint
6682	736569	key	16	PWViewAttachment
6683	736709	key	17	PWEditSliderJoint
6684	736746	key	17	PWEditSliderJoint
6685	736817	key	16	PWViewAttachment
6686	736957	key	17	PWEditSliderJoint
6687	736994	key	17	PWEditSliderJoint
6688	737065	key	16	PWViewAttachment
6689	737205	key	17	PWEditSliderJoint
6690	737242	key	17	PWEditSliderJoint
6691	737313	key	16	PWViewAttachment
6692	737453	key	17	PWEditSliderJoint
6693	737490	key	17	PWEditSliderJoint
6694	737561	key	16	PWViewAttachment
6695	737779	text	27	Display resolution settings
6696	737810	key	2	OK
6697	737816	key	6	Cancel
6698	738029	key	3	dpi
6699	738036	key	4	Unit
6700	738044	key	2	cm
6701	738050	key	4	inch
6702	738148	key	6	PWView
6703	738174	key	6	PWView
6704	738440	key	6	PWView
6705	738466	key	6	PWView
6706	738641	key	1	v
6707	738752	key	12	PWStaticText
6708	738784	key	12	PWStaticText
6709	738850	key	6	PWView
6710	739051	key	1	*
6711	739126	key	6	PWView
6712	739152	key	6	PWView
6713	739349	key	1	v
6714	739424	key	12	PWStaticText
6715	739456	key	12	PWStaticText
6716	739522	key	6	PWView
6717	739723	key	1	*
6718	739798	key	6	PWView
6719	739824	key	6	PWView
6720	740128	key	6	PWView
6721	740154	key	6	PWView
6722	740420	key	12	PWPushButton
6723	740452	key	12	PWPushButton
6724	740568	key	6	PWView
6725	740848	key	12	PWPushButton
6726	740880	key	12	PWPushButton
6727	740996	key	6	PWView
6728	741346	text	150	If you delete the Downloads tool, all tools in the group will be deleted, and the auto-install setting will be turned off. Would you like to continue?
6729	741500	text	23	How to import materials
6730	741527	text	27	Delete and turn off setting
6731	741558	key	6	Cancel
6732	741658	key	6	PWView
6733	741684	key	6	PWView
6734	741980	key	12	PWStaticIcon
6735	742012	key	12	PWStaticIcon
6736	742088	key	6	PWView
6737	742364	key	12	PWStaticText
6738	742396	key	12	PWStaticText
6739	742482	key	6	PWView
6740	742691	key	1	*
6741	742766	key	6	PWView
6742	742792	key	6	PWView
6743	743064	key	12	PWPushButton
6744	743096	key	12	PWPushButton
6745	743212	key	6	PWView
6746	743496	key	12	PWPushButton
6747	743528	key	12	PWPushButton
6748	743644	key	6	PWView
6749	744086	text	16	Draw along ruler
6750	744106	key	2	OK
6751	744112	key	6	Cancel
6752	744122	text	12	Draw outside
6753	744138	text	14	Draw on border
6754	744156	text	11	Draw inside
6755	744171	text	10	Line width
6756	744185	key	2	px
6757	744191	key	2	mm
6758	744197	key	13	Anti-aliasing
6759	744214	key	4	None
6760	744222	key	4	Weak
6761	744230	key	6	Medium
6762	744240	key	6	Strong
6763	744340	key	6	PWView
6764	744366	key	6	PWView
6765	744491	key	1	^
6766	744692	key	12	PWPushButton
6767	744724	key	12	PWPushButton
6768	744840	key	6	PWView
6769	745120	key	12	PWPushButton
6770	745152	key	12	PWPushButton
6771	745268	key	6	PWView
6772	745548	key	12	PWStaticText
6773	745580	key	12	PWStaticText
6774	745676	key	6	PWView
6775	745992	key	9	PWEditBox
6776	746021	key	9	PWEditBox
6777	746074	key	6	PWView
6778	746378	key	19	PWPopupSliderButton
6779	746417	key	19	PWPopupSliderButton
6780	746520	key	6	PWView
6781	746856	key	12	PWStaticText
6782	746888	key	12	PWStaticText
6783	746964	key	6	PWView
6784	747244	key	12	PWStaticText
6785	747276	key	12	PWStaticText
6786	747372	key	6	PWView
6787	747688	key	13	PWPopupButton
6788	747721	key	13	PWPopupButton
6789	747808	key	6	PWView
6790	748192	key	17	PWEditSliderJoint
6791	748229	key	17	PWEditSliderJoint
6792	748300	key	16	PWViewAttachment
6793	748470	key	2	px
6794	748476	key	2	mm
6795	748482	key	1	%
6796	748487	text	19	Switched to %s tool
6797	748542	key	6	PWMenu
6798	748656	key	10	PWMenuItem
6799	748764	key	10	PWMenuItem
6800	749036	key	2	OK
6801	749042	key	6	Cancel
6802	749052	text	17	Edit Bar Settings
6803	749073	text	17	No. of tool icons
6804	749094	text	23	How to show color icons
6805	749121	text	21	Show tool switch icon
6806	749146	text	12	Show sliders
6807	749162	text	34	Reverse order of icons on edit bar
6808	749200	text	25	Main + Sub + Transparency
6809	749229	text	23	Main + Sub/Transparency
6810	749256	key	6	Pop-up
6811	749573	key	6	PWView
6812	749599	key	6	PWView
6813	749965	key	12	PWPushButton
6814	749997	key	12	PWPushButton
6815	750113	key	6	PWView
6816	750393	key	12	PWPushButton
6817	750425	key	12	PWPushButton
6818	750501	key	6	PWView
6819	750777	key	12	PWStaticText
6820	750809	key	12	PWStaticText
6821	750905	key	6	PWView
6822	751221	key	13	PWPopupButton
6823	751254	key	13	PWPopupButton
6824	751341	key	6	PWView
6825	751697	key	10	PWCheckBox
6826	751727	key	10	PWCheckBox
6827	751801	key	6	PWView
