key,source,target
58/1/750#0,Sets the radius of the circle where the text will be placed,Sets the radius of the circle where the text will be placed
58/1/751#0,"Sets the direction in which text is placed along the circle.
When set to Clockwise, the characters will be arranged in a clockwise direction.
When set to Counter-clockwise, the characters are arranged so that the text reads counterclockwise.","Sets the direction in which text is placed along the circle.
When set to Clockwise, the characters will be arranged in a clockwise direction.
When set to Counter-clockwise, the characters are arranged so that the text reads counterclockwise."
58/1/752#0,"Evenly spaces characters or words between the start and end points.
You can adjust the start and end points with the handles on the canvas.","Evenly spaces characters or words between the start and end points.
You can adjust the start and end points with the handles on the canvas."
58/1/753#0,"Choose the version for the text input settings. 
Text will be added according to the settings of the selected version.
In some cases, the text may appear differently depending on the chosen version.","Choose the version for the text input settings. 
Text will be added according to the settings of the selected version.
In some cases, the text may appear differently depending on the chosen version."
58/1/754#0,"When this option is turned on, processes will be applied to lines as a whole.
 When it is turned off, processes will only apply to the parts of lines that the tool covers.","When this option is turned on, processes will be applied to lines as a whole.
 When it is turned off, processes will only apply to the parts of lines that the tool covers."
58/1/755#0,Switch the active layer by clicking a stroke on a different layer.,Switch the active layer by clicking a stroke on a different layer.
58/1/756#0,"When this setting is turned off, the tool will not snap to symmetrical rulers even when snapping is enabled.","When this setting is turned off, the tool will not snap to symmetrical rulers even when snapping is enabled."
58/1/757#0,"[Move control points] allows you to drag the control points. [Add control point] allows you to add control points by clicking the line. [Delete control point] allows you to delete control points by clicking them. [Switch corner] switches between sharp corners and smooth curves when you click a control point. With [Adjust line width] and [Adjust opacity], you can drag the control points side to side. [Split line] divides the line into two at the point where you click it.","[Move control points] allows you to drag the control points. [Add control point] allows you to add control points by clicking the line. [Delete control point] allows you to delete control points by clicking them. [Switch corner] switches between sharp corners and smooth curves when you click a control point. With [Adjust line width] and [Adjust opacity], you can drag the control points side to side. [Split line] divides the line into two at the point where you click it."
58/1/758#0,Reduce the number of control points. This simplifies the shape of the line and makes it smoother.,Reduce the number of control points. This simplifies the shape of the line and makes it smoother.
58/1/759#0,"When this option is turned on, sharp points will be changed to smooth curves, creating a rounded shape.
When it is turned off, corners will stay as they are for a sharper effect.","When this option is turned on, sharp points will be changed to smooth curves, creating a rounded shape.
When it is turned off, corners will stay as they are for a sharper effect."
58/1/760#0,"When this option is turned on, processes will be applied to lines as a whole.","When this option is turned on, processes will be applied to lines as a whole."
58/1/761#0,"Changes the type of curve. When the curve type is changed, the control points are recalibrated, so in some cases the number of control points may increase.","Changes the type of curve. When the curve type is changed, the control points are recalibrated, so in some cases the number of control points may increase."
58/1/762#0,"Connect overlapping lines into a single line. The larger the value is, the further that lines can be connected. If the value is too high, lines may be connected in an unintended way.","Connect overlapping lines into a single line. The larger the value is, the further that lines can be connected. If the value is too high, lines may be connected in an unintended way."
58/1/763#0,"Connect lines even if they are different colors or have different brush shapes. In this case, the color will change to match one of the lines.","Connect lines even if they are different colors or have different brush shapes. In this case, the color will change to match one of the lines."
58/1/764#0,"Erase shorter line within processing area.
Whether it is short or not is judged by the length of the vector path.","Erase shorter line within processing area.
Whether it is short or not is judged by the length of the vector path."
58/1/765#0,"Select whether to move edge of pinched line.
 If selecting [Fix one end], not move one end distant from moving part.","Select whether to move edge of pinched line.
 If selecting [Fix one end], not move one end distant from moving part."
58/1/766#0,"Adjust range to bend within one line.
The bigger value is, whole line bends like wire. the smaller value is, it just bends where you pinched, like wool.","Adjust range to bend within one line.
The bigger value is, whole line bends like wire. the smaller value is, it just bends where you pinched, like wool."
58/1/767#0,"When starting to drag, change the range of the lines from when the cursor position is changed. 
The larger the value, the more the lines are moved at once.","When starting to drag, change the range of the lines from when the cursor position is changed. 
The larger the value, the more the lines are moved at once."
58/1/768#0,"Depends on how close to control point, shape may be distorted.
If setting this check on, it will not happen because it adds enough control points before bending. If setting it off, straight line will be bent as it is.","Depends on how close to control point, shape may be distorted.
If setting this check on, it will not happen because it adds enough control points before bending. If setting it off, straight line will be bent as it is."
58/1/769#0,Pinch the end of a line and drag it towards another line to connect them. Overlapped lines with the same color will combine into one line.,Pinch the end of a line and drag it towards another line to connect them. Overlapped lines with the same color will combine into one line.
58/1/770#0,Specify how to change line width and degree of it.,Specify how to change line width and degree of it.
58/1/771#0,"When this option is turned on, you can correct the line width while adding control points. This option is useful when you want to adjust the line width of lines with few control points.","When this option is turned on, you can correct the line width while adding control points. This option is useful when you want to adjust the line width of lines with few control points."
58/1/772#0,"Specifies the smoothening range of the line width correction for both end points. The correction changes according to the range (a locally focused correction in case of a small range, a smoother correction for a big range).","Specifies the smoothening range of the line width correction for both end points. The correction changes according to the range (a locally focused correction in case of a small range, a smoother correction for a big range)."
58/1/773#0,"When this option is turned on, the ruler will be created on the current editing layer. If it is turned off, the ruler will be created on a new layer at the bottom of the layer palette.","When this option is turned on, the ruler will be created on the current editing layer. If it is turned off, the ruler will be created on a new layer at the bottom of the layer palette."
58/1/774#0,"Set whether to show a measurement scale on the ruler and the unit. If “Equal division” or “Golden ratio” are selected, the divisions will be adjusted depending on the length of the ruler.","Set whether to show a measurement scale on the ruler and the unit. If “Equal division” or “Golden ratio” are selected, the divisions will be adjusted depending on the length of the ruler."
58/1/775#0,Select type of special ruler to create.,Select type of special ruler to create.
58/1/776#0,"Settings for shape of line.
For [Spline], it is a curve running through point you click.
For [Quadratic Bezier], it is a curve running through point you click.","Settings for shape of line.
For [Spline], it is a curve running through point you click.
For [Quadratic Bezier], it is a curve running through point you click."
58/1/777#0,Create perfect circle with the concentric circle ruler,Create perfect circle with the concentric circle ruler
58/1/778#0,Adjust the angle of the circle ruler after dragging to set the size of the ruler.,Adjust the angle of the circle ruler after dragging to set the size of the ruler.
58/1/779#0,"When this option is turned on, you can set a minimum rotation angle.","When this option is turned on, you can set a minimum rotation angle."
58/1/780#0,"When set to ”Add vanishing point,” a vanishing point is created at the intersection of two lines created by dragging. Other modes apply to the guide line or vanishing point that is tapped.","When set to ”Add vanishing point,” a vanishing point is created at the intersection of two lines created by dragging. Other modes apply to the guide line or vanishing point that is tapped."
58/1/781#0,"Change 1-point perspective to 2-point perspective, 2-point perspective to 3-point perspective. This affects the position of the eye level, snapping to vertical lines, and the grid.","Change 1-point perspective to 2-point perspective, 2-point perspective to 3-point perspective. This affects the position of the eye level, snapping to vertical lines, and the grid."
58/1/782#0,"When creating the first vanishing point, you can adjust the fisheye distortion by dragging the first line created upwards or downwards.","When creating the first vanishing point, you can adjust the fisheye distortion by dragging the first line created upwards or downwards."
58/1/783#0,"Change the number of lines simultaneously drawn at a snap. For rotation symmetry, two symmetry (point symmetry) when value is two and five symmetry when value is five. For line symmetry, symmetry axis is one when value is two and three when value is six.","Change the number of lines simultaneously drawn at a snap. For rotation symmetry, two symmetry (point symmetry) when value is two and five symmetry when value is five. For line symmetry, symmetry axis is one when value is two and three when value is six."
58/1/784#0,"Turn this option on to create rulers with mirror (line) symmetry, and turn it off to create rulers with rotational symmetry. To use mirror symmetry, the number of lines must be even.","Turn this option on to create rulers with mirror (line) symmetry, and turn it off to create rulers with rotational symmetry. To use mirror symmetry, the number of lines must be even."
58/1/785#0,"Select shape of line when dividing border. For [Divide by straight line], divide in the direction of drag. For [Divide by polyline] and [Divide by spline], divide by the curve connecting clicked points.","Select shape of line when dividing border. For [Divide by straight line], divide in the direction of drag. For [Divide by polyline] and [Divide by spline], divide by the curve connecting clicked points."
58/1/786#0,Gap of two lines separating border lines should follow value set in [Frame Border] of [Preferences].,Gap of two lines separating border lines should follow value set in [Frame Border] of [Preferences].
58/1/787#0,"Set gap of two lines to divide borders. If [Shape of division] is [Divide by straight line], this value will be used to divide borders vertically. By setting value 0, borders will be divided by a single line.","Set gap of two lines to divide borders. If [Shape of division] is [Divide by straight line], this value will be used to divide borders vertically. By setting value 0, borders will be divided by a single line."
58/1/788#0,"If [Shape of division] is [Divide by straight line], set gap between two frame borders when separating them horizontally. By setting value 0, borders will be divided by a single line.","If [Shape of division] is [Divide by straight line], set gap between two frame borders when separating them horizontally. By setting value 0, borders will be divided by a single line."
58/1/789#0,"By [Divide frame border and duplicate inside layer], you can create folder for each border line and duplicate layer inside folder.
By [Divide frame border and create empty folder], you can create folder for each border line but cannot duplicate layer inside folder.
With [Divide not folder but frame border], several frames are created within the same folder.","By [Divide frame border and duplicate inside layer], you can create folder for each border line and duplicate layer inside folder.
By [Divide frame border and create empty folder], you can create folder for each border line but cannot duplicate layer inside folder.
With [Divide not folder but frame border], several frames are created within the same folder."
58/1/790#0,"[Push] pushes the pixels in the direction of the brush. [Push Left] and [Push Right] push the pixels to the left or right of the brush stroke. [Expand], [Pinch], [Twirl Clockwise] and [Twirl Anti-Clockwise] expand, pinch, or rotate the pixels around the cursor location.","[Push] pushes the pixels in the direction of the brush. [Push Left] and [Push Right] push the pixels to the left or right of the brush stroke. [Expand], [Pinch], [Twirl Clockwise] and [Twirl Anti-Clockwise] expand, pinch, or rotate the pixels around the cursor location."
58/1/791#0,Sets the range of the liquify effect.,Sets the range of the liquify effect.
58/1/792#0,"Sets the focus of the liquify effect. When the value is low, the effect will be concentrated on the center point, and when the value is high, it will affect the surrounding areas.","Sets the focus of the liquify effect. When the value is low, the effect will be concentrated on the center point, and when the value is high, it will affect the surrounding areas."
58/1/793#0,"When turned on, the effect is slightly blurred and smoothed. When turned off, the original colors will not be changed, but the edges may appear pixelated.","When turned on, the effect is slightly blurred and smoothed. When turned off, the original colors will not be changed, but the edges may appear pixelated."
58/1/794#0,"When turned off, the reference position is calculated in a simpler way, so the image outside the edited area is included. When turned on, the image of only the edited area is referenced, but operation becomes slower.","When turned off, the reference position is calculated in a simpler way, so the image outside the edited area is included. When turned on, the image of only the edited area is referenced, but operation becomes slower."
58/1/795#0,Change whether to draw border line in frame border layer.,Change whether to draw border line in frame border layer.
58/1/796#0,Switch whether line should be drawn along with this frame border while drawing with pen. (Ruler of frame border folder on layer palette needs to be in display.),Switch whether line should be drawn along with this frame border while drawing with pen. (Ruler of frame border folder on layer palette needs to be in display.)
58/1/797#0,Hide overlapped portion of the lower frame border if there's an overlapped area within a same frame border folder over a lower order overlapping (previously created) frame border.,Hide overlapped portion of the lower frame border if there's an overlapped area within a same frame border folder over a lower order overlapping (previously created) frame border.
58/1/798#0,Change the color of line.,Change the color of line.
58/1/799#0,Change the sub drawing color when the mixing ratio of sub drawing color is set or it is drawn with  gray tip shape.,Change the sub drawing color when the mixing ratio of sub drawing color is set or it is drawn with  gray tip shape.
58/1/800#0,Create outline of balloon or fill inside.,Create outline of balloon or fill inside.
58/1/801#0,Change color of outline of balloon.,Change color of outline of balloon.
58/1/802#0,Change color within balloon.,Change color within balloon.
58/1/803#0,Change opacity of balloon.,Change opacity of balloon.
58/1/804#0,Change whether to spread many images in canvas and how to repeat.,Change whether to spread many images in canvas and how to repeat.
58/1/805#0,"Tap the “Reset” button to reset the transformation to the original state. If using puppet warp, this will also remove any pins. 
Tap the “Flip horizontal” or “Flip vertical” buttons to flip the image around the center point.","Tap the “Reset” button to reset the transformation to the original state. If using puppet warp, this will also remove any pins. 
Tap the “Flip horizontal” or “Flip vertical” buttons to flip the image around the center point."
58/1/806#0,"[Smooth edges] blends the colors of adjacent pixels and creates smooth edges.
 [Hard edges] produces sharper lines without blending the colors of adjacent pixels.
 [Clear edges] produces more accurate edges than smooth or hard, but white noise can sometimes appear around the edges. [High accuracy] blends the colors accurately based on the location and shape of the original pixels.","[Smooth edges] blends the colors of adjacent pixels and creates smooth edges.
 [Hard edges] produces sharper lines without blending the colors of adjacent pixels.
 [Clear edges] produces more accurate edges than smooth or hard, but white noise can sometimes appear around the edges. [High accuracy] blends the colors accurately based on the location and shape of the original pixels."
58/1/807#0,"[Smooth edges] blends the colors of adjacent pixels and create smooth edges.
 [Hard edges] produces sharper lines without blending the colors of adjacent pixels.","[Smooth edges] blends the colors of adjacent pixels and create smooth edges.
 [Hard edges] produces sharper lines without blending the colors of adjacent pixels."
58/1/808#0,"When this option is turned on, the vector line thickness will adjust with the image scaling. If it is turned off, the lines will keep their original thickness.","When this option is turned on, the vector line thickness will adjust with the image scaling. If it is turned off, the lines will keep their original thickness."
58/1/809#0,Select position where it should be center when rotating or scaling up/down by slider.,Select position where it should be center when rotating or scaling up/down by slider.
58/1/810#0,Select the center point when rotating or resizing with the slider. This is also the reference point when moving the Position.,Select the center point when rotating or resizing with the slider. This is also the reference point when moving the Position.
58/1/811#0,"Specify the angle of the bounding box. You can adjust the angle of the bounding box without rotating the content, in order to make adjustments at the appropriate angle.","Specify the angle of the bounding box. You can adjust the angle of the bounding box without rotating the content, in order to make adjustments at the appropriate angle."
58/1/812#0,"You can specify the position from the upper left of the canvas to the Reference point. Specifying a numerical value moves not only the Reference point, but also the handles and image.","You can specify the position from the upper left of the canvas to the Reference point. Specifying a numerical value moves not only the Reference point, but also the handles and image."
58/1/813#0,The displayed numbers for the Position value changes according to the set unit.,The displayed numbers for the Position value changes according to the set unit.
58/1/814#0,Specify scale ratio or rotation angle towards original size.,Specify scale ratio or rotation angle towards original size.
58/1/815#0,Specifies the position to paste the image at.,Specifies the position to paste the image at.
58/1/816#0,Select how to transform on canvas.,Select how to transform on canvas.
58/1/817#0,"When the mesh is overlapping itself, you can use “Bring pin to front” or “Bring pin forward” to make the area around a pin visible in the foreground.
Likewise, you can use “Send pin to back” or “Send pin backward” to make the area around a pin be drawn in the background.","When the mesh is overlapping itself, you can use “Bring pin to front” or “Bring pin forward” to make the area around a pin visible in the foreground.
Likewise, you can use “Send pin to back” or “Send pin backward” to make the area around a pin be drawn in the background."
58/1/818#0,Set the position and size of this layer’s content at the selected timing.,Set the position and size of this layer’s content at the selected timing.
58/1/819#0,Set the position and size of layer masks and frames on this layer at the selected timing.,Set the position and size of layer masks and frames on this layer at the selected timing.
58/1/820#0,"Sets the position of the layer. This is the center of rotation relative to the coordinate origin (0,0) at the top left of the parent folder (or canvas).","Sets the position of the layer. This is the center of rotation relative to the coordinate origin (0,0) at the top left of the parent folder (or canvas)."
58/1/821#0,"Sets the center point for rotations and zooming, relative to the coordinate origin (0,0) at the top left of the original image before transforming.","Sets the center point for rotations and zooming, relative to the coordinate origin (0,0) at the top left of the original image before transforming."
58/1/822#0,"Sets the position of each corner of the layer at the selected timing. The coordinate origin (0,0) is at the top left of the parent folder (or canvas).","Sets the position of each corner of the layer at the selected timing. The coordinate origin (0,0) is at the top left of the parent folder (or canvas)."
58/1/823#0,Set the position that will act as the center for rotation. This does not affect transformations made using the timeline.,Set the position that will act as the center for rotation. This does not affect transformations made using the timeline.
58/1/824#0,Set the opacity of this layer at the selected timing.,Set the opacity of this layer at the selected timing.
58/1/825#0,"By clicking [Preset], show list of camera angles. Select camera angle you want to apply for 3D materials. Select camera angle for 3D material.","By clicking [Preset], show list of camera angles. Select camera angle you want to apply for 3D materials. Select camera angle for 3D material."
58/1/826#0,Add perspective to 3D material.,Add perspective to 3D material.
58/1/827#0,Matches the change of perspective and moves the camera forward or backward automatically to preserve the size and aspect of the object.,Matches the change of perspective and moves the camera forward or backward automatically to preserve the size and aspect of the object.
58/1/828#0,"Selecting “Perspective projection” adds perspective to 3D materials. If you select “Parallel projection,” the sense of perspective disappears, and objects near and far appear to be the same size.","Selecting “Perspective projection” adds perspective to 3D materials. If you select “Parallel projection,” the sense of perspective disappears, and objects near and far appear to be the same size."
58/1/829#0,Set the field of view when the projection method is set to parallel projection.,Set the field of view when the projection method is set to parallel projection.
58/1/830#0,Set camera position,Set camera position
58/1/831#0,"Set the position of the focal point (where the camera is looking). When adjusting the camera with a mouse or pen, the camera moves based on this point.","Set the position of the focal point (where the camera is looking). When adjusting the camera with a mouse or pen, the camera moves based on this point."
58/1/832#0,"When tapping an object on the canvas to switch to it, adjust the focal point position so that the distance from the camera to the object is the same as the distance from the camera to the focal point, without changing the direction of the camera.","When tapping an object on the canvas to switch to it, adjust the focal point position so that the distance from the camera to the object is the same as the distance from the camera to the focal point, without changing the direction of the camera."
58/1/833#0,Duplicate the camera currently used on the canvas.,Duplicate the camera currently used on the canvas.
58/1/834#0,Select the camera currently used on the canvas.,Select the camera currently used on the canvas.
58/1/835#0,Rotate camera by twisting without changing position or direction.,Rotate camera by twisting without changing position or direction.
58/1/836#0,Move camera in order to show selected 3D material in center.,Move camera in order to show selected 3D material in center.
58/1/837#0,Adjust lens settings such as the camera perspective and lens shift,Adjust lens settings such as the camera perspective and lens shift
58/1/838#0,"The position and angle of the camera remain the same, and only the projected range is moved horizontally or vertically. Tap the Reset button to revert to the original state.","The position and angle of the camera remain the same, and only the projected range is moved horizontally or vertically. Tap the Reset button to revert to the original state."
58/1/839#0,Adjust settings related to the vertical perspective of the camera,Adjust settings related to the vertical perspective of the camera
58/1/840#0,Straighten distortion in the vertical direction and adjust the camera angle and lens shift so that the image appears to be in two-point perspective.,Straighten distortion in the vertical direction and adjust the camera angle and lens shift so that the image appears to be in two-point perspective.
58/1/841#0,Resets the camera angle and lens shift to the original appearance without moving the focal point.,Resets the camera angle and lens shift to the original appearance without moving the focal point.
58/1/842#0,Settings for width and color of outline of 3D object.,Settings for width and color of outline of 3D object.
58/1/843#0,Add a light source.,Add a light source.
58/1/844#0,Set how to put shadow.,Set how to put shadow.
58/1/845#0,"Select a 3D object from the list and change its visibility, lock status, and whether it can be selected on the canvas.
You can also drag and drop objects onto other objects in the list in order to create a hierarchy with sub-objects.","Select a 3D object from the list and change its visibility, lock status, and whether it can be selected on the canvas.
You can also drag and drop objects onto other objects in the list in order to create a hierarchy with sub-objects."
58/1/846#0,Select a 3D camera from the list.,Select a 3D camera from the list.
58/1/847#0,"If the parent object is a drawing figure or 3D character, set the parts of the body that move or rotate with the object.","If the parent object is a drawing figure or 3D character, set the parts of the body that move or rotate with the object."
58/1/848#0,"Settings for the 3D object size, position, and rotation","Settings for the 3D object size, position, and rotation"
58/1/849#0,Set size of 3D object.,Set size of 3D object.
58/1/850#0,"Set the position of the 3D object.
Click the ground to place the 3D material on the ground of the 3D space.","Set the position of the 3D object.
Click the ground to place the 3D material on the ground of the 3D space."
58/1/851#0,Set angle of 3D object.,Set angle of 3D object.
58/1/852#0,Set angle of 3D object.,Set angle of 3D object.
58/1/853#0,Set angle of selected part.,Set angle of selected part.
58/1/854#0,Put 3D character material on ground of 3D space.,Put 3D character material on ground of 3D space.
58/1/855#0,Change tool settings.,Change tool settings.
58/1/856#0,Show/Hide manipulator,Show/Hide manipulator
58/1/857#0,"When this option is turned on, the bones of the model will be visible when you drag it, making it easier to operate.","When this option is turned on, the bones of the model will be visible when you drag it, making it easier to operate."
58/1/858#0,Set display settings of grid.,Set display settings of grid.
58/1/859#0,"Set how to display 3D objects. If the texture color, shadow or outline is not displayed properly or any part is missing, it may be possible to fix this by changing the settings. It is also possible to apply the settings to all objects.","Set how to display 3D objects. If the texture color, shadow or outline is not displayed properly or any part is missing, it may be possible to fix this by changing the settings. It is also possible to apply the settings to all objects."
58/1/860#0,Toggle whether to automatically apply physics simulation to hair and other loose materials on selected 3D character.,Toggle whether to automatically apply physics simulation to hair and other loose materials on selected 3D character.
58/1/861#0,"Set the behavior of the automatic transformation to be applied to areas affected by gravity, such as skirts and hair. It is also possible to apply the settings to all objects.","Set the behavior of the automatic transformation to be applied to areas affected by gravity, such as skirts and hair. It is also possible to apply the settings to all objects."
58/1/862#0,"Select “Fast” to simplify the rendering of 3D layers for smoother operation. When set to fast mode, the 3D layers are always displayed at the front, and the layer effects and navigator settings are temporarily disabled.","Select “Fast” to simplify the rendering of 3D layers for smoother operation. When set to fast mode, the 3D layers are always displayed at the front, and the layer effects and navigator settings are temporarily disabled."
58/1/863#0,"You can adjust the resolution of shadows cast by 3D models. A lower resolution will be lighter on the system, but shadows may appear blurred. 
This does not affect shadows cast on the ground.
Changes to this setting will not affect layers other than the current layer until you close and reopen the canvas or edit 3D models.","You can adjust the resolution of shadows cast by 3D models. A lower resolution will be lighter on the system, but shadows may appear blurred. 
This does not affect shadows cast on the ground.
Changes to this setting will not affect layers other than the current layer until you close and reopen the canvas or edit 3D models."
58/1/864#0,Set rotation of selected part.,Set rotation of selected part.
58/1/865#0,Select pose of 3D pose model from preset.,Select pose of 3D pose model from preset.
58/1/866#0,Select hand pose for 3D pose model from preset.,Select hand pose for 3D pose model from preset.
58/1/867#0,"When this option is turned on, model bones have the same range of motion as human joints. When it is turned off, bones can be moved in any direction and angle.","When this option is turned on, model bones have the same range of motion as human joints. When it is turned off, bones can be moved in any direction and angle."
58/1/868#0,"You can lock and unlock the joint of the selected part. If you move the part, you can adjust the pose up until the locked joint.","You can lock and unlock the joint of the selected part. If you move the part, you can adjust the pose up until the locked joint."
58/1/869#0,Change 3D model.,Change 3D model.
58/1/870#0,Flip pose horizontally.,Flip pose horizontally.
58/1/871#0,Revert to initial pose.,Revert to initial pose.
58/1/872#0,"Select [Initial pose] to revert the pose to the default state. 
Select [Flip horizontal] to flip the left and right sides of the pose. 
You can also import poses from materials and photos.","Select [Initial pose] to revert the pose to the default state. 
Select [Flip horizontal] to flip the left and right sides of the pose. 
You can also import poses from materials and photos."
58/1/873#0,"Save the pose of the selected model to the material palette. You can create a pose from the left hand or right hand, and save it so that the pose can be applied to either hand.","Save the pose of the selected model to the material palette. You can create a pose from the left hand or right hand, and save it so that the pose can be applied to either hand."
58/1/874#0,"Select the body part you want to mirror and tap the body icon to mirror the pose to the opposite side of the model. If the selected body part cannot be mirrored, the icon is disabled.","Select the body part you want to mirror and tap the body icon to mirror the pose to the opposite side of the model. If the selected body part cannot be mirrored, the icon is disabled."
58/1/875#0,Tap to straighten the pose vertically.,Tap to straighten the pose vertically.
58/1/876#0,Tap Hand Scanner (Camera) to pose the hands of the model in real-time using your camera. ,Tap Hand Scanner (Camera) to pose the hands of the model in real-time using your camera. 
58/1/877#0,Adjust settings for the hand pose,Adjust settings for the hand pose
58/1/878#0,Use live capture from your camera to pose the hands of the selected drawing figure.,Use live capture from your camera to pose the hands of the selected drawing figure.
58/1/879#0,You can make expression of hand by moving cursor.,You can make expression of hand by moving cursor.
58/1/880#0,Select a specific pose from the pose sequence.,Select a specific pose from the pose sequence.
58/1/881#0,The selected pose in the pose sequence will be applied to the model.,The selected pose in the pose sequence will be applied to the model.
58/1/882#0,Save pose including pose sequence as a material,Save pose including pose sequence as a material
58/1/883#0,Set whether to lock the horizontal position of the model when the pose number is changed.,Set whether to lock the horizontal position of the model when the pose number is changed.
58/1/884#0,Select facial expression of character from preset.,Select facial expression of character from preset.
58/1/885#0,Change the sex of the 3D drawing figure,Change the sex of the 3D drawing figure
58/1/886#0,Click [Initial body shape] to revert the body shape to the initial default. Click [Register material] to register the current body shape as a material in the Material palette.,Click [Initial body shape] to revert the body shape to the initial default. Click [Register material] to register the current body shape as a material in the Material palette.
58/1/887#0,"By selecting the [Full body] and dragging the adjustment areas, it is possible to change the overall physique of the drawing figure. Selecting each part individually and dragging the respective adjustment area, allows to change the width and length of different body parts.","By selecting the [Full body] and dragging the adjustment areas, it is possible to change the overall physique of the drawing figure. Selecting each part individually and dragging the respective adjustment area, allows to change the width and length of different body parts."
58/1/888#0,"Set the overall size in cm. When [Adjust head to body ratio with height] is turned on, the size of the other parts will adjust to match the size of the head. When turned off, the size of the whole body will be adjusted.","Set the overall size in cm. When [Adjust head to body ratio with height] is turned on, the size of the other parts will adjust to match the size of the head. When turned off, the size of the whole body will be adjusted."
58/1/889#0,"Indicate the proportion of the head as part of the whole body, and adjust the other proportions accordingly.","Indicate the proportion of the head as part of the whole body, and adjust the other proportions accordingly."
58/1/890#0,"When you change the height, the value for the head-to-body ratio automatically adjusts appropriately. If you change the head-to-body ratio, the option [Adjust head to body ratio with height] toggles off.","When you change the height, the value for the head-to-body ratio automatically adjusts appropriately. If you change the head-to-body ratio, the option [Adjust head to body ratio with height] toggles off."
58/1/891#0,Turn this on to display the 3D figure’s hand.,Turn this on to display the 3D figure’s hand.
58/1/892#0,Save the 3D head model to the Material palette.,Save the 3D head model to the Material palette.
58/1/893#0,You can change the base of the head model,You can change the base of the head model
58/1/894#0,Select a facial feature and use the sliders to adjust the appearance.,Select a facial feature and use the sliders to adjust the appearance.
58/1/895#0,Save the current 3D hand shape as a material,Save the current 3D hand shape as a material
58/1/896#0,Use “Initial pose” to reset to the basic pose. Use “Register material” to save the current hand pose to the Material palette.,Use “Initial pose” to reset to the basic pose. Use “Register material” to save the current hand pose to the Material palette.
58/1/897#0,Flip the 3D hand model from left to right or vice versa.,Flip the 3D hand model from left to right or vice versa.
58/1/898#0,You can change the base appearance of the hand model.,You can change the base appearance of the hand model.
58/1/899#0,"After selected a hand base, use the sliders to adjust the appearance.","After selected a hand base, use the sliders to adjust the appearance."
58/1/900#0,Turn this on to display the texture of the 3D hand model.,Turn this on to display the texture of the 3D hand model.
58/1/901#0,"Adjust intensity of manga perspective.
This setting is only available when the manga perspective’s Projection Method is set to “Perspective projection.”","Adjust intensity of manga perspective.
This setting is only available when the manga perspective’s Projection Method is set to “Perspective projection.”"
58/1/902#0,"If arms and legs collide by an adjustment of perspective, adjust the angles of joints to not collide.","If arms and legs collide by an adjustment of perspective, adjust the angles of joints to not collide."
58/1/903#0,Set light source direction.,Set light source direction.
58/1/904#0,"Configure the color and image of the ambient light (light that does not have a direction). When the ambient light is set to “Files” or “Materials”, you can import an image or material to use as the ambient light color. To use the ambient light setting, go to Preferences, open the Rendering Settings dialog and turn on “Apply light source”.","Configure the color and image of the ambient light (light that does not have a direction). When the ambient light is set to “Files” or “Materials”, you can import an image or material to use as the ambient light color. To use the ambient light setting, go to Preferences, open the Rendering Settings dialog and turn on “Apply light source”."
58/1/905#0,"Configure the color and intensity of the directional light. To use this setting, go to Preferences, open the “Rendering settings” dialog and turn on “Apply light source.”","Configure the color and intensity of the directional light. To use this setting, go to Preferences, open the “Rendering settings” dialog and turn on “Apply light source.”"
58/1/906#0,Posterize shades and shadows by the light source.,Posterize shades and shadows by the light source.
58/1/907#0,Switch whether to apply the light source to the selected 3D object.,Switch whether to apply the light source to the selected 3D object.
58/1/908#0,"Set whether to show shadows for the selected 3D model.
If turned off, the model will no longer cast shadows even if it is affected by the light source and regardless of the light source settings.","Set whether to show shadows for the selected 3D model.
If turned off, the model will no longer cast shadows even if it is affected by the light source and regardless of the light source settings."
58/1/909#0,Switch whether the Directional light 1 casts shadows. ,Switch whether the Directional light 1 casts shadows. 
58/1/910#0,Drag Directional Light 1 (Parallel light) to change the direction. You can configure other light sources by selecting them in the Object List and then going to the Light Source settings.,Drag Directional Light 1 (Parallel light) to change the direction. You can configure other light sources by selecting them in the Object List and then going to the Light Source settings.
58/1/911#0,Set the color of the directional light (light from a single direction). You can configure other light sources by selecting them in the Object List and then going to the Light Source settings.,Set the color of the directional light (light from a single direction). You can configure other light sources by selecting them in the Object List and then going to the Light Source settings.
58/1/912#0,"Enables or disables a fog effect. When enabled, distant objects will appear more obscured when further from the viewpoint.","Enables or disables a fog effect. When enabled, distant objects will appear more obscured when further from the viewpoint."
58/1/913#0,"Set the fog type. 
Depth fog becomes thicker evenly according to the distance from the screen. 
Distance fog becomes thicker spherically according to the distance from the camera.
The density of Depth fog depends on the distance from the ground plane. You can use the direction setting to determine whether the fog is thicker from above or from below.","Set the fog type. 
Depth fog becomes thicker evenly according to the distance from the screen. 
Distance fog becomes thicker spherically according to the distance from the camera.
The density of Depth fog depends on the distance from the ground plane. You can use the direction setting to determine whether the fog is thicker from above or from below."
58/1/914#0,Changes the color of the fog.,Changes the color of the fog.
58/1/915#0,Adjusts the thickness of the fog.,Adjusts the thickness of the fog.
58/1/916#0,Automatically adjusts the fog start point and depth based on the focal point and the position of 3D objects.,Automatically adjusts the fog start point and depth based on the focal point and the position of 3D objects.
58/1/917#0,Adjusts the distance (from the camera) before the fog starts.,Adjusts the distance (from the camera) before the fog starts.
