source,target
You are trying to update group work data for a file assigned to another user. Do you want to continue?,"Вы пытаетесь обновить данные групповой работы для файла, назначенного другому пользователю. Продолжить?"
Conflicting files cannot be updated to the group work data.,Конфликтующие файлы нельзя обновить в данных групповой работы.
Show only the latest one,Показывать только последний
File to open,Файл для открытия
Keep selected file in the following list and delete another file.,Оставить выбранный файл в следующем списке и удалить другой файл.
File to keep,Файл для сохранения
Keep selected file in the following list and delete all other files.,Оставить выбранный файл в следующем списке и удалить все остальные файлы.
Open conflicting file (for administrator),Открыть конфликтующий файл (для администратора)
Resolve conflict (for administrator),Разрешить конфликт (для администратора)
File on hand,Файл на руках
File from group work data,Файл из данных групповой работы
There is no file selected.,Не выбран ни один файл.
Assigned member,Назначенный участник
Member's comment,Комментарий участника
%s %d/%02d/%02d %02d: %02d %s: %s,%s %d/%02d/%02d %02d: %02d %s: %s
You cannot access to group work data.,У вас нет доступа к данным групповой работы.
Files to unassign,Файлы для отмены назначения
The selected file is not assigned to this user.,Выбранный файл не назначен этому пользователю.
Show all logs,Показать все журналы
Show log of selected page,Показать журнал выбранной страницы
Show log of page management file,Показать журнал файла управления страницами
Change File,Изменить файл
Update result,Результат обновления
Result of change,Результат изменения
Result of cancel,Результат отмены
Record number: %d,Номер записи: %d
Error: Failed to process.,Ошибка: Не удалось выполнить обработку.
Error: Page management file conflicted. Acquire in another work folder and integrate changes.,Ошибка: Конфликт файла управления страницами. Получите его в другой рабочей папке и объедините изменения.
Error: A file with the same name already exists outside this project.,Ошибка: Файл с таким же именем уже существует вне этого проекта.
Error: File conflicts with a file that already has conflicts.,"Ошибка: Файл конфликтует с файлом, у которого уже есть конфликты."
Error: Another user is updating changes. Please wait and try again later.,Ошибка: Другой пользователь обновляет изменения. Подождите и повторите попытку позже.
Error: Failed to rewrite information file of group work.,Ошибка: Не удалось перезаписать информационный файл групповой работы.
Error: You cannot access to group work folder.,Ошибка: У вас нет доступа к папке групповой работы.
Error: The operation could not be performed due to conflicting changes.,Ошибка: Не удалось выполнить операцию из-за конфликтующих изменений.
You cannot access to log file in group work folder.,У вас нет доступа к файлу журнала в папке групповой работы.
"Obtain group work data and participate in work.
Before using this feature, please refer
to the “Group work” section of the Instruction Manual.","Получите данные групповой работы и присоединитесь к работе.
Перед использованием этой функции обратитесь
к разделу «Групповая работа» руководства по эксплуатации."
Location of group work data (network),Расположение данных групповой работы (сеть)
"Confirm with instructor of this work for how to set location of
group work data.","Уточните у руководителя этой работы, как задать расположение
данных групповой работы."
Location where to create work folder (on this computer),Расположение для создания рабочей папки (на этом компьютере)
Folder name,Имя папки
User name (your name),Имя пользователя (ваше имя)
Select a location of a page management folder shared in network.,"Выберите расположение папки управления страницами, общей в сети."
Select a location of a folder for work with this PC.,Выберите расположение папки для работы на этом ПК.
A folder with the same name already exists in the specified location. Please change the name of the work folder.,Папка с таким же именем уже существует в указанном расположении. Измените имя рабочей папки.
Unable to find group work data. Please select group work data again.,Не удалось найти данные групповой работы. Выберите данные групповой работы снова.
The selected item is not group work data.,Выбранный элемент не является данными групповой работы.
"Could not find the destination to save the work folder, or you may not have selected a folder. Please select a destination folder again.","Не удалось найти место назначения для сохранения рабочей папки, или вы, возможно, не выбрали папку. Выберите папку назначения снова."
Press Browse and choose a folder for group work data.,Нажмите «Обзор» и выберите папку для данных групповой работы.
Press Browse and choose which folder to create the work folder in.,"Нажмите «Обзор» и выберите, в какой папке создать рабочую папку."
Enter name in [Folder name].,Введите имя в поле [Имя папки].
Path of work folder is too long.,Путь рабочей папки слишком длинный.
Enter user name (your name).,Введите имя пользователя (ваше имя).
"The computer that you are using may not work correctly if specifying common folder on Windows to group work folder. 
Use it after confirming with administrator that group work folder is not one on Windows. 
Do you want to proceed?","Компьютер, который вы используете, может работать неправильно, если задать общую папку Windows в качестве папки групповой работы. 
Используйте её только после подтверждения у администратора, что папка групповой работы не является папкой Windows. 
Продолжить?"
"The computer that you are using may not work correctly if specifying common folder on Mac OS to group work folder. 
Use it after confirming with administrator that group work folder is not one on Mac OS. 
Do you want to proceed?","Компьютер, который вы используете, может работать неправильно, если задать общую папку Mac OS в качестве папки групповой работы. 
Используйте её только после подтверждения у администратора, что папка групповой работы не является папкой Mac OS. 
Продолжить?"
Group work data,Данные групповой работы
Work folder,Рабочая папка
User name,Имя пользователя
Only open assigned files,Открывать только назначенные файлы
Warn when opening unassigned file,Предупреждать при открытии неназначенного файла
Do not overwrite group work data,Не перезаписывать данные групповой работы
Group work settings,Настройки групповой работы
"This will prepare the data for group work.
Before using this feature, please refer
to the “Group work” section of the Instruction Manual.","Это подготовит данные для групповой работы.
Перед использованием этой функции обратитесь
к разделу «Групповая работа» руководства по эксплуатации."
Location to create group work data,Расположение для создания данных групповой работы
Group work folder name,Имя папки групповой работы
Recommend network drive to create group work data.,Рекомендуется создавать данные групповой работы на сетевом диске.
"If using a cloud sharing service, please turn on 
[Only open assigned files] and [Do not overwrite group work data]
 before using this feature. Refer to the Instruction Manual for more information.","Если используется облачный сервис общего доступа, включите 
[Открывать только назначенные файлы] и [Не перезаписывать данные групповой работы]
 перед использованием этой функции. Подробнее см. в руководстве по эксплуатации."
Specify location to create folder shared in network.,"Укажите расположение для создания папки, общей в сети."
A folder with the same name already exists in the specified location. Please change the name of the group work folder.,Папка с таким же именем уже существует в указанном расположении. Измените имя папки групповой работы.
Could not find the save folder. Please select a save folder again.,Не удалось найти папку сохранения. Выберите папку сохранения снова.
Press Browse and choose a save folder.,Нажмите «Обзор» и выберите папку сохранения.
Enter name in [Group work folder name].,Введите имя в поле [Имя папки групповой работы].
"The copied folder contains a file with a directory path that is too long, so it could not be shared. 
Please close the application and move the page management folder to a location with a shorter path.","Скопированная папка содержит файл со слишком длинным путём каталога, поэтому её не удалось сделать общей. 
Закройте приложение и переместите папку управления страницами в расположение с более коротким путём."
Path of group work folder is too long.,Путь папки групповой работы слишком длинный.
Color level,Уровень цвета
Gradient balance,Баланс градиента
Half tone,Полутон
Keep brightness,Сохранять яркость
10-by-10 grid,Сетка 10 на 10
20-by-20 grid,Сетка 20 на 20
30-by-30 grid,Сетка 30 на 30
Small tiles (7 pt),Маленькие плитки (7 пт)
Medium tiles (10 pt),Средние плитки (10 пт)
Large tiles (15 pt),Большие плитки (15 пт)
Show grid,Показать сетку
Register to color set palette,Зарегистрировать в палитре наборов цветов
Clear color history,Очистить историю цветов
Extra small tiles,Очень маленькие плитки
Small tiles,Маленькие плитки
Medium tiles,Средние плитки
Large tiles,Большие плитки
Extra large tiles,Очень большие плитки
8 tiles per row,8 плиток в ряд
16 tiles per row,16 плиток в ряд
24 tiles per row,24 плитки в ряд
Change color name,Изменить имя цвета
Add standard set,Добавить стандартный набор
Edit color sets,Редактировать наборы цветов
New color set,Новый набор цветов
Default color set,Набор цветов по умолчанию
%s %d,%s %d
Switch color set,Переключить набор цветов
Import color set,Импортировать набор цветов
Export color set,Экспортировать набор цветов
Register color set as material,Зарегистрировать набор цветов как материал
Add color set,Добавить набор цветов
Replace color,Заменить цвет
Add color,Добавить цвет
Delete color,Удалить цвет
Auto-register color in eyedropper,Автоматически регистрировать цвет в пипетке
Small list,Маленький список
Medium list,Средний список
Large list,Большой список
Show color set bar,Показать панель набора цветов
Change Order,Изменить порядок
Color set file (*.cls)|*.cls|Photoshop swatch file (*.aco)|*.aco,Файл набора цветов (*.cls)|*.cls|Файл образцов Photoshop (*.aco)|*.aco
All supported formats |*.cls;*.aco|Color set file (*.cls)|*.cls|Photoshop swatch file (*.aco)|*.aco,Все поддерживаемые форматы |*.cls;*.aco|Файл набора цветов (*.cls)|*.cls|Файл образцов Photoshop (*.aco)|*.aco
It contains unknown format or corrupted ACO file. This data will not be imported.,Содержит неизвестный формат или повреждённый файл ACO. Эти данные не будут импортированы.
"ACO file contains unknown color space swatch. 
This swatch data will not imported properly.","Файл ACO содержит образец неизвестного цветового пространства. 
Эти данные образца не будут импортированы правильно."
"ACO file contains CMYK or Lab color space swatch. 
This swatch data will be converted into RGB, so it might be imported with unexpected colors.","Файл ACO содержит образец цветового пространства CMYK или Lab. 
Эти данные образца будут преобразованы в RGB, поэтому могут быть импортированы с непредвиденными цветами."
File format is different. It cannot be imported.,Формат файла отличается. Его нельзя импортировать.
"File version number is different, so it cannot be used.","Номер версии файла отличается, поэтому его нельзя использовать."
Number of color sets are at maximum (%d). It cannot be imported.,Количество наборов цветов достигло максимума (%d). Его нельзя импортировать.
This is color set file which colors are not registered. It cannot be imported.,"Это файл набора цветов, в котором цвета не зарегистрированы. Его нельзя импортировать."
"Color is not registered to color set, so it cannot be exported.","Цвет не зарегистрирован в наборе цветов, поэтому его нельзя экспортировать."
Successfully registered to color set palette.,Успешно зарегистрировано в палитре наборов цветов.
R: %3d G: %3d B: %3d,К: %3d З: %3d С: %3d
H: %3d S: %3d V: %3d,H: %3d S: %3d V: %3d
Search for color sets on ASSETS,Искать наборы цветов в ASSETS
Maintain brightness,Сохранять яркость
Select from files,Выбрать из файлов
Select from photo library,Выбрать из фотоальбома
Add from camera,Добавить с камеры
Delete image,Удалить изображение
Do you want to delete the selected image?,Вы действительно хотите удалить выбранное изображение?
Edit gradient,Редактировать градиент
Add gradient set from materials,Добавить набор градиентов из материалов
Cannot add image because the maximum number of images has already been added.,"Не удаётся добавить изображение, так как уже добавлено максимальное количество изображений."
The specified image cannot be used for Color Match.,Указанное изображение нельзя использовать для подбора цвета.
All supported formats|*.png;*.jpg;*.jpeg;*.tif;*.tiff;*.bmp;*.tga;*.webp;*.clip;*.psd;*.psb|BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*.tiff|Targa|*.tga|WebP|*.webp|CLIP STUDIO FORMAT|*.clip|Photoshop Big Document|*.psb|Photoshop Document|*.psd,Все поддерживаемые форматы|*.png;*.jpg;*.jpeg;*.tif;*.tiff;*.bmp;*.tga;*.webp;*.clip;*.psd;*.psb|BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*.tiff|Targa|*.tga|WebP|*.webp|CLIP STUDIO FORMAT|*.clip|Photoshop Big Document|*.psb|Photoshop Document|*.psd
Align crop marks,Выровнять метки обрезки
Delete empty layers,Удалить пустые слои
"Page %d and %d will be split into separate pages. 
If either of these pages are open, the edits will be saved. 
 This operation cannot be undone.","Страницы %d и %d будут разделены на отдельные страницы. 
Если любая из этих страниц открыта, изменения будут сохранены. 
 Эту операцию нельзя отменить."
"Page %d and %d will be combined into a two-page spread. 
If either of these pages are open, the edits will be saved. 
This operation cannot be undone.","Страницы %d и %d будут объединены в разворот. 
Если любая из этих страниц открыта, изменения будут сохранены. 
Эту операцию нельзя отменить."
"The following pages will be combined into a two-page spread. 
If either of these pages are open, the edits will be saved. 
This operation cannot be undone.","Следующие страницы будут объединены в разворот. 
Если любая из этих страниц открыта, изменения будут сохранены. 
Эту операцию нельзя отменить."
"The following page will be split into separate pages. 
If either of these pages are open, the edits will be saved. 
 This operation cannot be undone.","Следующая страница будет разделена на отдельные страницы. 
Если любая из этих страниц открыта, изменения будут сохранены. 
 Эту операцию нельзя отменить."
"The cover and back cover will be combined into a two-page spread. 
If either of these pages are open, the edits will be saved. 
This operation cannot be undone.","Обложка и задняя обложка будут объединены в разворот. 
Если любая из этих страниц открыта, изменения будут сохранены. 
Эту операцию нельзя отменить."
"Split the cover and back cover into separate pages. 
If either of these pages are open, the edits will be saved. 
This operation cannot be undone.","Разделить обложку и заднюю обложку на отдельные страницы. 
Если любая из этих страниц открыта, изменения будут сохранены. 
Эту операцию нельзя отменить."
(There is no selected page to process.),(Нет выбранной страницы для обработки.)
Cover page and back cover page,Страница обложки и страница задней обложки
Cover page (inside) or back cover page (inside),Страница обложки (внутренняя сторона) или страница задней обложки (внутренняя сторона)
Page %d and page %d,Страница %d и страница %d
Page %d,Страница %d
The following cannot be changed to single pages.,Следующее нельзя изменить на отдельные страницы.
The following cannot be changed to a two-page spread.,Следующее нельзя изменить на разворот.
%s : %s,%s : %s
Set the gap for aligning the crop marks to %s or less so that the trim size can fit within the canvas size.,"Задайте зазор для выравнивания меток обрезки в %s или меньше, чтобы размер обрезки помещался в размер холста."
Output Settings,Настройки вывода
Darker line,Темнее линия
Lighter line,Светлее линия
Specify the output of gradient with curve,Указать вывод градиента с помощью кривой
Location of IllustStudio user data folder,Расположение папки пользовательских данных IllustStudio
"Please specify folder with various settings file of IllustStudio.
Folder is the same as one specified in [Folder path] of preferences of IllustStudio.","Укажите папку с различными файлами настроек IllustStudio.
Это та же папка, что указана в поле [Путь к папке] настроек IllustStudio."
Location of IllustStudio execution file,Расположение исполняемого файла IllustStudio
"Please specify 
execution file (IllustStudio.exe) in location where IllustStudio has been installed.","Укажите 
исполняемый файл (IllustStudio.exe) в расположении, где установлен IllustStudio."
Brush pattern material to import,Материал узора кисти для импорта
All pattern materials,Все материалы узоров
Only pattern materials used in tool,"Только материалы узоров, используемые в инструменте"
Tool type to import,Тип инструмента для импорта
Pattern brush,Кисть с узором
Closed area fill,Заливка замкнутой области
Magic wand,Волшебная палочка
Remove dust,Удалить пыль
Burn/Dodge/Blur brush/Stamp,Затемнение/Осветление/Кисть размытия/Штамп
Straight/Curve/Polyline/Figure/Bezier curve,Прямая/Кривая/Ломаная/Фигура/Кривая Безье
Pinch line/Adjust line width/Edit line,Сжать линию/Настроить ширину линии/Редактировать линию
Text style,Стиль текста
Freeform gradient,Произвольный градиент
Location of ComicStudio 4.0 user data folder,Расположение папки пользовательских данных ComicStudio 4.0
"Please specify folder with various settings file of ComicStudio 4.0.
Folder is the same as one specified in [Folder path] of preferences of ComicStudio 4.0.","Укажите папку с различными файлами настроек ComicStudio 4.0.
Это та же папка, что указана в поле [Путь к папке] настроек ComicStudio 4.0."
Location of ComicStudio 4.0 executable file,Расположение исполняемого файла ComicStudio 4.0
"Please specify 
execution file in location where ComicStudio 4.0 has been installed.","Укажите 
исполняемый файл в расположении, где установлена ComicStudio 4.0."
Straight/Curve/Polyline/Rectangle/Ellipse/Polygon/Create path,Прямая/Кривая/Ломаная/Прямоугольник/Эллипс/Многоугольник/Создать контур
Select rectangle/Select ellipse/Select polyline/Select lasso,Выделить прямоугольник/Выделить эллипс/Выделить ломаной/Выделить лассо
Brush pattern used in tool will be imported as image material.,"Узор кисти, используемый в инструменте, будет импортирован как материал изображения."
Blur brush,Кисть размытия
Straight line,Прямая линия
Bezier curve,Кривая Безье
Select rectangle,Выделить прямоугольник
Pinch line,Сжать линию
Adjust line width,Настроить ширину линии
Edit line,Редактировать линию
Migrate tool preference from IllustStudio,Перенести настройки инструмента из IllustStudio
Migrate tool preference from ComicStudio 4.0,Перенести настройки инструмента из ComicStudio 4.0
IllustStudio Ver1 settings,Настройки IllustStudio Вер.1
C:\Program Files\CELSYS\IllustStudio 1.0\Tool\IllustStudio.exe,C:\Program Files\CELSYS\IllustStudio 1.0\Tool\IllustStudio.exe
C:\Program Files (x86)\CELSYS\IllustStudio 1.0\Tool\IllustStudio.exe,C:\Program Files (x86)\CELSYS\IllustStudio 1.0\Tool\IllustStudio.exe
Please specify folder containing folders named [Tool] and [CustomData].,"Укажите папку, содержащую папки с именами [Tool] и [CustomData]."
Please select [IllustStudio].,Выберите [IllustStudio].
Execution file |*.exe,Исполняемый файл |*.exe
ComicStudio Ver4 settings,Настройки ComicStudio Вер.4
C:\Program Files\CELSYS\ComicStudio4 EX\Tool\CS_EX.exe,C:\Program Files\CELSYS\ComicStudio4 EX\Tool\CS_EX.exe
C:\Program Files\CELSYS\ComicStudio4 Pro\Tool\CS_Pro.exe,C:\Program Files\CELSYS\ComicStudio4 Pro\Tool\CS_Pro.exe
C:\Program Files\CELSYS\ComicStudio4 Debut\Tool\CS_Debut.exe,C:\Program Files\CELSYS\ComicStudio4 Debut\Tool\CS_Debut.exe
C:\Program Files (x86)\CELSYS\ComicStudio4 EX\Tool\CS_EX.exe,C:\Program Files (x86)\CELSYS\ComicStudio4 EX\Tool\CS_EX.exe
C:\Program Files (x86)\CELSYS\ComicStudio4 Pro\Tool\CS_Pro.exe,C:\Program Files (x86)\CELSYS\ComicStudio4 Pro\Tool\CS_Pro.exe
C:\Program Files (x86)\CELSYS\ComicStudio4 Debut\Tool\CS_Debut.exe,C:\Program Files (x86)\CELSYS\ComicStudio4 Debut\Tool\CS_Debut.exe
Please select [ComicStudio 4.0].,Выберите [ComicStudio 4.0].
/Applications/ComicStudio4_EX/ComicStudio EX.app,/Applications/ComicStudio4_EX/ComicStudio EX.app
/Applications/ComicStudio4_Pro/ComicStudio Pro.app,/Applications/ComicStudio4_Pro/ComicStudio Pro.app
/Applications/ComicStudio4_Debut/ComicStudio Debut.app,/Applications/ComicStudio4_Debut/ComicStudio Debut.app
Execution file |*.app,Исполняемый файл |*.app
ComicStudio EX.app,ComicStudio EX.app
ComicStudio Pro.app,ComicStudio Pro.app
ComicStudio Debut.app,ComicStudio Debut.app
Manga Studio EX.app,Manga Studio EX.app
Manga Studio Pro.app,Manga Studio Pro.app
Manga Studio Debut.app,Manga Studio Debut.app
Unable to find user data.,Не удалось найти пользовательские данные.
Unable to find execution file.,Не удалось найти исполняемый файл.
You have not selected anything to import.,Вы не выбрали ничего для импорта.
Migration process completed.,Процесс переноса завершён.
Import failed.,Не удалось выполнить импорт.
Migrating tool...,Перенос инструмента...
Migrating pattern material...,Перенос материала узора...
Expression color,Цвет выражения
Blending Mode,Режим наложения
Vector settings,Настройки вектора
Keep timeline,Сохранить шкалу времени
Keep original layer,Сохранить исходный слой
Maximum line width,Максимальная ширина линии
Export all in black,Экспортировать всё чёрным
Include white in conversion,Включить белый в преобразование
Density threshold,Порог плотности
Image material layer,Слой изображения-материала
Vector image material layer,Слой векторного изображения-материала
Speed lines layer,Слой линий скорости
Focus lines layer,Слой фокусных линий
Text layer,Текстовый слой
Balloon layer,Слой облачка
Vector layer conversion,Преобразование векторного слоя
Paper width,Ширина бумаги
The horizontal offset is based on the inner margin.,Горизонтальное смещение отсчитывается от внутреннего поля.
Set the gap for aligning the crop marks to %s or less so that the crop marks can fit within the canvas size.,"Задайте зазор для выравнивания меток обрезки не более %s, чтобы метки обрезки помещались в размер холста."
Crop marks (trim margin),Метки обрезки (поле обрезки)
Inner border,Внутренняя граница
X offset,Смещение по X
Y offset,Смещение по Y
File name,Имя файла
Save settings,Сохранить настройки
Save name,Сохранить имя
User specified,Заданные пользователем
Add to presets,Добавить в наборы настроек
Paper size,Размер бумаги
Trim size,Размер обрезки
Comic Settings,Настройки комикса
Set size,Задать размер
Set margin,Задать поле
Multiple pages,Несколько страниц
Binding Point/Start Page,Точка переплёта / Начальная страница
 Size, Размер
Number of pages,Число страниц
Binding point,Точка переплёта
Left binding,Переплёт слева
Right binding,Переплёт справа
Start page,Начальная страница
From left,Слева
From right,Справа
Page layout,Макет страницы
Single page,Одна страница
Spread settings,Настройки разворота
Combine into two-page spreads,Объединить в двухстраничные развороты
Save folder,Папка для сохранения
Management folder,Папка управления
Management file,Файл управления
Please enter file name.,Введите имя файла.
Please enter a save name.,Введите имя для сохранения.
You cannot set a canvas size with a height or width exceeding %d pixels in Clip Studio Paint Debut.,"Нельзя задать размер холста с высотой или шириной, превышающей %d пикселей, в Clip Studio Paint Debut."
Set paper size bigger than trim size plus bleed width.,Задайте размер бумаги больше размера обрезки плюс ширина выпуска за обрез.
Set the trim margin smaller than paper size minus bleed width.,Задайте поле обрезки меньше размера бумаги минус ширина выпуска за обрез.
Please make the inner border smaller than the trim size.,Сделайте внутреннюю границу меньше размера обрезки.
Please make the inner border smaller than the trim margin.,Сделайте внутреннюю границу меньше поля обрезки.
The inner border values are inverted. Please adjust and try again.,Значения внутренней границы инвертированы. Исправьте их и повторите попытку.
"Editing may take a while because the document size is too large for the allocated memory. 
Do you want to continue?","Редактирование может занять время, так как размер документа слишком велик для выделенной памяти. 
Хотите продолжить?"
Custom settings with same name already exists.,Пользовательские настройки с таким именем уже существуют.
"""%s"" will be deleted. Do you want to proceed?",«%s» будет удалён. Хотите продолжить?
"Create a folder to manage multiple pages. 
Select a location to create a management folder.","Создайте папку для управления несколькими страницами. 
Выберите расположение для создания папки управления."
"You cannot insert an odd number of pages when using double-page spreads.
Please enter an even number of pages to insert.","Нельзя вставить нечётное число страниц при использовании двухстраничных разворотов.
Введите чётное число страниц для вставки."
"You cannot insert an odd number of pages when using cover pages.
Please enter an even number of pages to insert.","Нельзя вставить нечётное число страниц при использовании страниц обложки.
Введите чётное число страниц для вставки."
Total pages exceed upper limit. Keep pages below 1000.,Общее число страниц превышает верхний предел. Число страниц должно быть меньше 1000.
"Could not import the template file.
A canvas will be created without a template.","Не удалось импортировать файл шаблона.
Холст будет создан без шаблона."
"Could not import the template file as it contains older format 3D layers that are no longer supported.
A canvas will be created without a template.","Не удалось импортировать файл шаблона, так как он содержит 3D-слои старого формата, которые больше не поддерживаются.
Холст будет создан без шаблона."
"Turn this on to create a comic file
with a set trim size and bleed width.","Включите этот параметр, чтобы создать файл комикса
с заданным размером обрезки и шириной выпуска за обрез."
"Turn this check on to create a project with multiple pages and specify the number of pages and layout.
Even you create the files with this check off, you can switch to multiple-page layout later by using Add Page and Next Page 
 in the Story menu.
","Включите этот флажок, чтобы создать проект с несколькими страницами и указать число страниц и макет.
Даже если создать файлы с выключенным флажком, можно позже переключиться на многостраничный макет с помощью команд «Добавить страницу» и «Следующая страница» 
 в меню «Сюжет».
"
B4 Color (350dpi),B4 цветной (350 dpi)
B5 Color (350dpi),B5 цветной (350 dpi)
B6 Color (350dpi),B6 цветной (350 dpi)
A4 Color (350dpi),A4 цветной (350 dpi)
A5 Color (350dpi),A5 цветной (350 dpi)
A6 Color (350dpi),A6 цветной (350 dpi)
B4 Monochrome (600dpi),B4 чёрно-белый (600 dpi)
B5 Monochrome (600dpi),B5 чёрно-белый (600 dpi)
B6 Monochrome (600dpi),B6 чёрно-белый (600 dpi)
A4 Monochrome (600dpi),A4 чёрно-белый (600 dpi)
A5 Monochrome (600dpi),A5 чёрно-белый (600 dpi)
A6 Monochrome (600dpi),A6 чёрно-белый (600 dpi)
For commercial issue  Bleed 5mm Monochrome (600dpi),Для коммерческого издания  Выпуск за обрез 5 мм чёрно-белый (600 dpi)
For commercial issue  Bleed 3mm Monochrome (600dpi),Для коммерческого издания  Выпуск за обрез 3 мм чёрно-белый (600 dpi)
Shueisha standard manga (shonen/shojo/seinen manga / B6 tankobon),Стандартная манга Shueisha (сёнэн / сёдзё / сэйнэн манга / танкобон B6)
"Kodansha manga A (e.g., Shonen Magazine, Nakayoshi)","Манга Kodansha A (например, Shonen Magazine, Nakayoshi)"
"Kodansha manga B (e.g., Young Magazine, Morning)","Манга Kodansha B (например, Young Magazine, Morning)"
"Shogakukan manga A (e.g., Shonen Sunday, Ciao, Big Comic)","Манга Shogakukan A (например, Shonen Sunday, Ciao, Big Comic)"
Shogakukan manga B (other),Манга Shogakukan B (прочее)
Kadokawa manga (standard B6 tankobon),Манга Kadokawa (стандартный танкобон B6)
Postcard (100 x 148mm),Открытка (100 x 148 мм)
Animated sticker (APNG) x 1 (320 x 270px),Анимированный стикер (APNG) x 1 (320 x 270 пикс.)
Animated sticker (APNG) x 2 (640 x 540px),Анимированный стикер (APNG) x 2 (640 x 540 пикс.)
"Animated sticker (APNG) x 1 (320 x 270px, 2 secs)","Анимированный стикер (APNG) x 1 (320 x 270 пикс., 2 сек)"
"Animated sticker (APNG) x 2 (640 x 540px, 2 secs)","Анимированный стикер (APNG) x 2 (640 x 540 пикс., 2 сек)"
Square (1000 x 1000px),Квадрат (1000 x 1000 пикс.)
SVGA (800 x 600px),SVGA (800 x 600 пикс.)
XGA (1024 x 768px),XGA (1024 x 768 пикс.)
WXGA + (1440 x 900px),WXGA + (1440 x 900 пикс.)
SXGA (1280 x 1024px),SXGA (1280 x 1024 пикс.)
WSXGA + (1680 x 1050px),WSXGA + (1680 x 1050 пикс.)
UXGA (1600 x 1200px),UXGA (1600 x 1200 пикс.)
FHD (1920 x 1080px),FHD (1920 x 1080 пикс.)
WUXGA (1920 x 1200px),WUXGA (1920 x 1200 пикс.)
4K (3840 x 2160px),4K (3840 x 2160 пикс.)
Webtoon 1 (690 x 20000px),Webtoon 1 (690 x 20000 пикс.)
Webtoon 2 (1380 x 40000px),Webtoon 2 (1380 x 40000 пикс.)
Webtoon 2 (1380 x 20000px),Webtoon 2 (1380 x 20000 пикс.)
Webtoon 3 (800 x 10000px),Webtoon 3 (800 x 10000 пикс.)
Webtoon 4 (1600 x 20000px),Webtoon 4 (1600 x 20000 пикс.)
Webtoon (800 x 10000px),Webtoon (800 x 10000 пикс.)
Sticker size (370 x 320px),Размер стикера (370 x 320 пикс.)
Screen size (%d x %dpx),Размер экрана (%d x %d пикс.)
Square (%d x %dpx),Квадрат (%d x %d пикс.)
4:3 (1600 x 1200px),4:3 (1600 x 1200 пикс.)
16:9 (1920 x 1080px),16:9 (1920 x 1080 пикс.)
3:4 (1200 x 1600px),3:4 (1200 x 1600 пикс.)
9:16 (1080 x 1920px),9:16 (1080 x 1920 пикс.)
720 x 540 (144dpi) with blank space,720 x 540 (144 dpi) с пустым пространством
1280 x 720 (144dpi) with blank space,1280 x 720 (144 dpi) с пустым пространством
1920 x 1080 (192dpi) with blank space,1920 x 1080 (192 dpi) с пустым пространством
"1080 x 1920 (72dpi), no margins","1080 x 1920 (72 dpi), без полей"
"1080 x 1080 (72dpi), no margins","1080 x 1080 (72 dpi), без полей"
B5 | Cover: Color | Body: Monochrome,B5 | Обложка: цветная | Блок: чёрно-белый
B6 | Cover: Color | Body: Monochrome,B6 | Обложка: цветная | Блок: чёрно-белый
A4 | Cover: Color | Body: Monochrome,A4 | Обложка: цветная | Блок: чёрно-белый
A5 | Cover: Color | Body: Monochrome,A5 | Обложка: цветная | Блок: чёрно-белый
B5 | Cover: Monochrome | Body: Monochrome,B5 | Обложка: чёрно-белая | Блок: чёрно-белый
B6 | Cover: Monochrome | Body: Monochrome,B6 | Обложка: чёрно-белая | Блок: чёрно-белый
A4 | Cover: Monochrome | Body: Monochrome,A4 | Обложка: чёрно-белая | Блок: чёрно-белый
A5 | Cover: Monochrome | Body: Monochrome,A5 | Обложка: чёрно-белая | Блок: чёрно-белый
B5 | Cover: Color | Body: Color,B5 | Обложка: цветная | Блок: цветной
B6 | Cover: Color | Body: Color,B6 | Обложка: цветная | Блок: цветной
A4 | Cover: Color | Body: Color,A4 | Обложка: цветная | Блок: цветной
A5 | Cover: Color | Body: Color,A5 | Обложка: цветная | Блок: цветной
For commercial issue,Для коммерческого издания
B5 square,B5 квадрат
A5 square,A5 квадрат
Gray (Monotone Black),Серый (монохромный чёрный)
Gray (Monotone White),Серый (монохромный белый)
Monochrome (black and white),Чёрно-белое (чёрное и белое)
Monochrome (Black),Чёрно-белое (чёрное)
Monochrome (White),Чёрно-белое (белое)
Search for templates on ASSETS,Искать шаблоны в ASSETS
Cell size,Размер ячейки
Offset (W),Смещение (Ш)
Offset (H),Смещение (В)
Number of vertical divisions,Число вертикальных делений
Number of horizontal divisions,Число горизонтальных делений
Fit to Side Direction of Frame,По размеру боковой стороны рамки
Divide folder,Разделить папку
Create empty folder,Создать пустую папку
Do not change,Не изменять
There is no frame to divide.,Нет рамки для разделения.
CLIP STUDIO MONOで使用するサンプルを指定します。,Указывает образец для использования в CLIP STUDIO MONO.
作品をサンプルに含める,Включить произведение в образец
ファイル・タイムラプス,Файл / Таймлапс
タイムラプスに制作時間を含める,Включить время создания в таймлапс
選択した画像ファイルを追加します,Добавляет выбранные файлы изображений
選択した画像ファイルを削除します,Удаляет выбранные файлы изображений
選択した画像ファイルを上へ移動します,Перемещает выбранные файлы изображений вверх
