file,source,target
E79C2AC5-material-catalog,"When this setting is turned off, the sub tool will not snap to symmetrical rulers even when snapping is enabled.",
E79C2AC5-material-catalog,"Set the fog type. 
Depth fog becomes thicker evenly according to the distance from the screen. 
Distance fog becomes thicker spherically according to the distance from the camera.",
E79C2AC5-material-catalog,Select whether the Tool Property palette applies to new text or selected text,
E79C2AC5-material-catalog,*,
E79C2AC5-material-catalog,Show or hide this setting in the Tool Property palette.,
E79C2AC5-material-catalog,Make this sub tool snap to symmetrical rulers,
E79C2AC5-material-catalog,%.1f LPI / %d%%,
E79C2AC5-material-catalog,%d%% %d/%d,
F2AD839B-license-dialogs,https://www2.celsys.co.jp/support/service_en/service.html,
F2AD839B-license-dialogs,http://www.clipstudio.net/en/,
F2AD839B-license-dialogs,http://www.clipstudio.net/en/support/,
F2AD839B-license-dialogs,https://us-lic.celsys.co.jp/productcontrol/periodexpired?key=,
F2AD839B-license-dialogs,https://us-lic.celsys.co.jp/activate/checkLicense?OnAction,
F2AD839B-license-dialogs,https://license-account-us.celsys.co.jp/%s/api/checkLicense,
F2AD839B-license-dialogs,https://license-account-us.celsys.co.jp/%s/api/refreshLicense,
F2AD839B-license-dialogs,---,
F2AD839B-license-dialogs,https://trial-us-lic.celsys.co.jp/api/autoissue,
F2AD839B-license-dialogs,https://sub-us-lic.celsys.co.jp/license/checkLicense?OnAction,
F2AD839B-license-dialogs,https://sub2-us-lic.celsys.co.jp/license/checkLicense?OnAction,
F2AD839B-license-dialogs,https://license-account-us.celsys.co.jp/en-us/manually/checkLicense,
F2AD839B-license-dialogs,https://us-lic.celsys.co.jp/ca,
F2AD839B-license-dialogs,https://license-account-us.celsys.co.jp/hb.php,
F2AD839B-license-dialogs,https://license-account-us.celsys.co.jp/%s/api/listOwnedLicenses,
F2AD839B-license-dialogs,https://us-lic.celsys.co.jp/ch?n=3,
F2AD839B-license-dialogs,https://www.clipstudio.net/gd?id=csp-dl-v1-en,
F2AD839B-license-dialogs,                                             ,
F2AD839B-license-dialogs, ,
F2AD839B-license-dialogs,http://www.celsys.co.jp/en/,
F2AD839B-license-dialogs,http://www.clipstudio.net/en/site/menu_csp/index.html,
F2AD839B-license-dialogs,https://www.clip-studio.com/site/gd/index.php?id=cpaen,
F2AD839B-license-dialogs,http://sta.www.clipstudio.net/getinfo/getinfo.php,
F2AD839B-license-dialogs,http://www.clipstudio.net/getinfo/getinfo.php?serialnumber=%s&version=%s&date=%s&execmode=%d&lang=en,
FCBD92AE-opengl-checker,"CELSYS, Inc.",
FCBD92AE-opengl-checker,http://www.clipstudio.net/en/site/opengl/nvidia.html,
FCBD92AE-opengl-checker,http://www.clipstudio.net/en/site/opengl/amd.html,
FCBD92AE-opengl-checker,http://www.clipstudio.net/en/site/opengl/intel.html,
FCBD92AE-opengl-checker,http://www.clipstudio.net/en/site/opengl/etc.html,
FCBD92AE-opengl-checker,http://www.clipstudio.net/en/site/opengl/mac.html,
FCBD92AE-opengl-checker,http://www.clipstudio.net/en/site/opengl/unsupported.html,
FCBD92AE-opengl-checker,http://www.clipstudio.net/en/site/opengl/list.html,
FCBD92AE-opengl-checker,http://www.clipstudio.net/en/support/,
