file,source,target
742DEA58-main-ui,Please let us know what you like about the app. Your feedback helps us.,"Пожалуйста, дайте нам знать, что вам нравится в приложении. Ваш отзыв помогает нам."
742DEA58-main-ui,Write a review,Написать отзыв
742DEA58-main-ui,Backspace,Backspace
742DEA58-main-ui,50,50
742DEA58-main-ui,120,120
742DEA58-main-ui,60,60
742DEA58-main-ui,Apply pose material,Применить материал позы
742DEA58-main-ui,Use body shape material,Используйте материал формы тела
742DEA58-main-ui,Open Material palette,Открыть палитру материалов
742DEA58-main-ui,3D drawing figures are stored in the Material palette. Tap the icon in the top right to open the Material palette.,"Фигуры 3D-чертежей хранятся в палитре «Материалы». Нажмите значок в правом верхнем углу, чтобы открыть палитру материалов."
742DEA58-main-ui,3D Category,Категория 3D
742DEA58-main-ui,"Select “3D” from the material categories. It is at the bottom of the category list, so if you can't find it, scroll down in the palette.","Выберите «3D» из категорий материалов. Она находится внизу списка категорий, поэтому, если вы не можете ее найти, прокрутите палитру вниз."
742DEA58-main-ui,Body shape materials & Pose materials,Материалы для формы тела и материалы для поз
742DEA58-main-ui,"Body shape materials are settings for the height and body shape of a 3D drawing figure. Pose material are settings for a 3D drawing figure’s pose.
Let's tap “3D drawing figure-Ver.2”.","Материалы формы тела — это настройки высоты и формы тела фигуры трехмерного рисунка. Материал позы — это настройки позы фигуры трехмерного рисунка.
Давайте нажмем «3D-рисунок-Версия 2»."
742DEA58-main-ui,How to operate the camera,Как управлять камерой
742DEA58-main-ui,Change to canvas navigation,Перейти к навигации по холсту
742DEA58-main-ui,"When you want to move or zoom the canvas, you can tap the square icon to operate the canvas.","Если вы хотите переместить или увеличить холст, вы можете нажать квадратный значок, чтобы управлять холстом."
742DEA58-main-ui,Change to light source operation,Переход к работе с источником света
742DEA58-main-ui,Tap the sun icon to change the direction of the light source with a one-finger swipe. The blue arrow below the slider indicates the direction of the light source. The slider adjusts the light source's intensity.,"Коснитесь значка солнца, чтобы изменить направление источника света одним пальцем. Синяя стрелка под ползунком указывает направление источника света. Ползунок регулирует интенсивность источника света."
742DEA58-main-ui,Confirm the 3D drawing figure,Подтвердите фигуру 3D-чертежа
742DEA58-main-ui,"Once you have decided on the composition you want to draw, tap OK to confirm. Try out various compositions using the 3D drawing figure.","Определившись с композицией, которую хотите нарисовать, нажмите OK для подтверждения. Попробуйте различные композиции, используя фигурку 3D-рисования."
742DEA58-main-ui,Edit a 3D layer,Редактировать 3D-слой
742DEA58-main-ui,"When you select a 3D layer in the Layer palette, an Edit button will appear at the top center of the screen. Tap the button to edit the 3D drawing figure.","Когда вы выберете 3D-слой в палитре слоев, в верхней центральной части экрана появится кнопка «Редактировать». Нажмите кнопку, чтобы отредактировать фигуру 3D-рисунка."
742DEA58-main-ui,Change the pose,Изменить позу
742DEA58-main-ui,You can change the 3D drawing figure pose from the properties in the bottom right. Try tapping “Apply pose material”.,Вы можете изменить позу фигуры 3D-рисунка в свойствах в правом нижнем углу. Попробуйте нажать «Применить материал позы».
742DEA58-main-ui,Select a pose material,Выберите материал позы
742DEA58-main-ui,Choose a pose you like. Tap the pose material to apply it to the 3D drawing figure on the canvas.,"Выберите позу, которая вам нравится. Коснитесь материала позы, чтобы применить его к трехмерной фигуре на холсте."
742DEA58-main-ui,Confirm the 3D drawing figure,Подтвердите фигуру 3D-чертежа
742DEA58-main-ui,Select a brush,Выберите кисть
742DEA58-main-ui,Tap to open the brush list and see what brushes are available.,"Нажмите, чтобы открыть список кистей и посмотреть, какие кисти доступны."
742DEA58-main-ui,Select a layer,Выберите слой
742DEA58-main-ui,"Now it's time for color. To avoid filling over the lines, tap to select the layer below the lines.","Теперь пришло время цвета. Чтобы избежать заполнения линий, коснитесь, чтобы выбрать слой под линиями."
742DEA58-main-ui,Select a color,Выберите цвет
742DEA58-main-ui,Tap to open the color palette and choose a color you want to draw with.,"Нажмите, чтобы открыть цветовую палитру и выбрать цвет, которым хотите рисовать."
742DEA58-main-ui,UTC 19:00,UTC 19:00
742DEA58-main-ui,Preferences and Help,Настройки и помощь
742DEA58-main-ui,%s %d,%s %d
742DEA58-main-ui,%d%,%d%
742DEA58-main-ui,PNG (.png),PNG (.png)
742DEA58-main-ui,JPEG (.jpg),JPEG (.jpg)
742DEA58-main-ui,PSD (.psd),PSD (.psd)
742DEA58-main-ui,Preferences and Help,Настройки и помощь
742DEA58-main-ui,Add Layer menu,Меню «Добавить слой»
742DEA58-main-ui,You can open the menu by pressing and holding the + button. Let's add a background image as a layer.,"Вы можете открыть меню, нажав и удерживая кнопку +. Давайте добавим фоновое изображение в качестве слоя."
742DEA58-main-ui,Rearranging layers,Перестановка слоев
742DEA58-main-ui,"Long-press and move the image you added so that it is on the layer below ""Window"".","Нажмите и удерживайте и переместите добавленное изображение так, чтобы оно оказалось на слое ниже «Окна»."
742DEA58-main-ui,Rearrange folders,Переупорядочить папки
742DEA58-main-ui,"You can move all the layers in a folder at once. Long press the ""Background"" folder and drag it below the ""Character"" layer.",Вы можете переместить все слои в папке одновременно. Нажмите и удерживайте папку «Фон» и перетащите ее под слой «Персонаж».
742DEA58-main-ui,Show detailed settings,Показать подробные настройки
742DEA58-main-ui,Change the palette height,Изменить высоту палитры
742DEA58-main-ui,"To change the height of a palette, tap the arrow at the bottom of the palette. You can also change it by long pressing the arrow.
This is useful when you want to see more of your canvas.","Чтобы изменить высоту палитры, коснитесь стрелки внизу палитры. Вы также можете изменить его, нажав и удерживая стрелку.
Это полезно, если вы хотите увидеть большую часть холста."
