source,target
"The Teamwork setting has been turned off for this project, so available operations are limited.","Настройка совместной работы отключена для этого проекта, поэтому доступные операции ограничены."
Please update the application to the latest version.,Обновите приложение до последней версии.
"This will repair corrupted data related to the Clip Studio cloud.
Continue?","Это восстановит повреждённые данные, связанные с облаком Clip Studio.
Продолжить?"
Please update the app to the latest version to use this feature.,"Обновите приложение до последней версии, чтобы использовать эту функцию."
"Cloud syncing has been temporarily paused.
 Please log in to resume.","Синхронизация с облаком временно приостановлена.
 Войдите, чтобы возобновить."
"Teamwork project syncing has been temporarily paused.
Please log in to resume syncing.","Синхронизация проекта совместной работы временно приостановлена.
Войдите, чтобы возобновить синхронизацию."
Open FAQ,Открыть часто задаваемые вопросы
https://license-account-us.celsys.co.jp/hb.php,https://license-account-us.celsys.co.jp/hb.php
https://www.clipstudio.net/en/dl,https://www.clipstudio.net/en/dl
https://gd.clip-studio.com/gd?id=servererror-en-us,https://gd.clip-studio.com/gd?id=servererror-en-us
https://us-lic.celsys.co.jp/gd/index.php?id=csp-contact-en,https://us-lic.celsys.co.jp/gd/index.php?id=csp-contact-en
Download latest version,Загрузить последнюю версию
Select All,Выбрать все
Switch syncing status,Переключить статус синхронизации
Sync all selected,Синхронизировать все выбранные
Select sorting method for works.,Выберите метод сортировки для произведений.
You can sort results in ascending or descending order.,Вы можете сортировать результаты по возрастанию или по убыванию.
Error processing multiple works,Ошибка при обработке нескольких произведений
Affected works,Затронутые произведения
"Failed to start processing some works.
 Please check the following error information.","Не удалось начать обработку некоторых произведений.
 Проверьте следующие сведения об ошибке."
Open in Clip Studio Paint,Открыть в Clip Studio Paint
Open in ACTION,Открыть в ACTION
Open in Clip Studio Modeler,Открыть в Clip Studio Modeler
Export Fanzine for Printing,Экспортировать фанзин для печати
Export EPUB,Экспортировать EPUB
Print output at corner store,Вывод на печать в магазине у дома
Send to Clip Studio SHARE,Отправить в Clip Studio SHARE
Send to Clip Studio SHARE (webtoon),Отправить в Clip Studio SHARE (вебтун)
Export Wacom Yuify micromark,Экспортировать микрометку Wacom Yuify
Switch syncing,Переключить синхронизацию
Syncing On,Синхронизация включена
Syncing Off,Синхронизация отключена
Sync now,Синхронизировать сейчас
Favorites,Избранное
Add to Favorites,Добавить в избранное
Delete from Favorites,Удалить из избранного
Open folder,Открыть папку
File information,Сведения о файле
View,Вид
Thumbnails,Эскизы
List,Список
Sorting,Сортировка
Sort ascending,Сортировать по возрастанию
Sort descending,Сортировать по убыванию
Show/hide columns,Показать/скрыть столбцы
Delete,Удалить
Share file,Поделиться файлом
Change title,Изменить название
Change save location label for file,Изменить метку расположения сохранения для файла
Select sorting method for materials.,Выберите метод сортировки для материалов.
Error processing multiple materials,Ошибка при обработке нескольких материалов
Affected materials,Затронутые материалы
"Failed to start processing some materials.
 Please check the following error information.","Не удалось начать обработку некоторых материалов.
 Проверьте следующие сведения об ошибке."
Created material catalogs,Созданные каталоги материалов
Downloaded material catalogs,Загруженные каталоги материалов
Get latest information from Assets,Получить последние сведения из Assets
Material information,Сведения о материале
Large thumbnails,Крупные эскизы
Small thumbnails,Мелкие эскизы
Change save folder for materials,Изменить папку сохранения для материалов
New material catalog,Новый каталог материалов
Title,Название
Date added,Дата добавления
Date modified,Дата изменения
Date synced,Дата синхронизации
Search materials in material catalog,Поиск материалов в каталоге материалов
Manage material catalog,Управление каталогом материалов
Material catalog information,Сведения о каталоге материалов
Editing,Редактирование
New materials added,Добавлены новые материалы
Non-downloaded materials available,Доступны незагруженные материалы
Additions｜Materials to be Screened,Дополнения｜Материалы для проверки
Additions｜Materials with Incomplete Applications,Дополнения｜Материалы с незавершёнными заявками
Category,Категория
Add,Добавить
Not submitted,Не отправлено
Submitted,Отправлено
Needs screening,Требуется проверка
Not uploaded,Не выгружено
Uploading...,Отправка...
Submit for screening,Отправить на проверку
Screening,Открытая экспертиза
Delete from list,Удалить из списка
Please wait a moment.,Подождите немного.
"マスターコンテンツ実データがアップロードできませんでした。
通信状況を確認し、時間を置いて再度お試しください。","Не удалось выгрузить фактические данные мастер-контента.
Проверьте состояние соединения, подождите и повторите попытку."
"マスターコンテンツ設定プロパティデータがアップロードできませんでした。
通信状況を確認し、時間を置いて再度お試しください。","Не удалось выгрузить данные свойств настроек мастер-контента.
Проверьте состояние соединения, подождите и повторите попытку."
Registering master content,Регистрация мастер-контента
Creating master content data,Создание данных мастер-контента
"Do you want to start exporting data for “%s“?
","Хотите начать экспорт данных для “%s“?
"
Failed to create master content data.,Не удалось создать данные мастер-контента.
"Failed to create draft ID.
%d
%s","Не удалось создать ID черновика.
%d
%s"
"Failed to retrieve URL for upload.
%d
%s
%s","Не удалось получить URL для выгрузки.
%d
%s
%s"
Failed to upload master content data.,Не удалось выгрузить данные мастер-контента.
Failed to upload master content actual data.%d,Не удалось выгрузить фактические данные мастер-контента.%d
Failed to upload master content settings properties data.%d,Не удалось выгрузить данные свойств настроек мастер-контента.%d
"Failed to register master content data.
%d
%s","Не удалось зарегистрировать данные мастер-контента.
%d
%s"
"Failed to register master content actual data.
%d
%s","Не удалось зарегистрировать фактические данные мастер-контента.
%d
%s"
"Failed to register master content settings properties data.
%d
%s","Не удалось зарегистрировать данные свойств настроек мастер-контента.
%d
%s"
"Failed to register master content.
%d
%s","Не удалось зарегистрировать мастер-контент.
%d
%s"
Unknown server error,Неизвестная ошибка сервера
Output,Вывод
Check details and export,Проверить сведения и экспортировать
/allow/gd.html?page=csp-activation-codes:%s,/allow/gd.html?page=csp-activation-codes:%s
"You have almost reached the maximum cloud storage.
You can apply for additional cloud storage to share more of your projects and materials.

Would you like to apply for extra cloud storage?","Вы почти достигли максимального объёма облачного хранилища.
Вы можете запросить дополнительное облачное хранилище, чтобы делиться большим числом своих проектов и материалов.

Хотите запросить дополнительное облачное хранилище?"
"You have almost reached the maximum cloud storage.
You can apply for additional cloud storage to share more of your projects and materials.

Would you like to learn how to apply for extra cloud storage?","Вы почти достигли максимального объёма облачного хранилища.
Вы можете запросить дополнительное облачное хранилище, чтобы делиться большим числом своих проектов и материалов.

Хотите узнать, как запросить дополнительное облачное хранилище?"
"You have reached the maximum cloud storage.
You can still download your uploaded data, but you can apply for additional cloud storage to sync more files or back up your app settings.
Would you like to apply for extra cloud storage?","Вы достигли максимального объёма облачного хранилища.
Вы по-прежнему можете загружать выгруженные данные, но можете запросить дополнительное облачное хранилище, чтобы синхронизировать больше файлов или создавать резервные копии настроек приложения.
Хотите запросить дополнительное облачное хранилище?"
"You have reached the maximum cloud storage.
You can still download your uploaded data, but you can apply for additional cloud storage to continue syncing files or back up your app settings.

Would you like to learn how to apply for extra cloud storage?","Вы достигли максимального объёма облачного хранилища.
Вы по-прежнему можете загружать выгруженные данные, но можете запросить дополнительное облачное хранилище, чтобы продолжать синхронизировать файлы или создавать резервные копии настроек приложения.

Хотите узнать, как запросить дополнительное облачное хранилище?"
"You have reached the maximum cloud storage.
To continue syncing files or back up your app settings, please see how to reduce the storage used.

Would you like to learn how to reduce cloud storage being used?","Вы достигли максимального объёма облачного хранилища.
Чтобы продолжать синхронизировать файлы или создавать резервные копии настроек приложения, ознакомьтесь с тем, как уменьшить используемый объём хранилища.

Хотите узнать, как уменьшить используемый объём облачного хранилища?"
Learn more,Подробнее
Not now,Не сейчас
Apply,Применить
Start drawing,Начать рисование
Menu,Меню
View Information,Просмотреть сведения
"Connecting to online services not possible.
Clip Studio Paint and offline functions can still be used.","Подключение к онлайн-службам невозможно.
Clip Studio Paint и автономные функции по-прежнему можно использовать."
"We apologize for any inconvenience caused.
Please check below for status updates.","Приносим извинения за доставленные неудобства.
Проверьте обновления статуса ниже."
Organize Material Database,Упорядочить базу данных материалов
Organize Material Folders,Упорядочить папки материалов
Reset additional materials,Сбросить дополнительные материалы
Overwrite any conflicting materials with cloud data,Перезаписать любые конфликтующие материалы облачными данными
Restore brush tip and texture settings,Восстановить настройки кончика кисти и текстуры
Organize Works,Упорядочить произведения
Organize Work Labels,Упорядочить метки произведений
Restore cloud data,Восстановить облачные данные
Move user data folder,Переместить папку пользовательских данных
Open folder with Clip Studio Paint backup data,Открыть папку с резервными данными Clip Studio Paint
Restore confirmation dialogs,Восстановить диалоги подтверждения
Verify Plug-in License,Проверить лицензию подключаемого модуля
Dark mode,Тёмный режим
Use existing license,Использовать существующую лицензию
Privacy Settings,Настройки конфиденциальности
Location of Materials,Расположение материалов
Convert IllustStudio Material,Преобразовать материал IllustStudio
Convert ComicStudio 4.0 Material,Преобразовать материал ComicStudio 4.0
Convert Tone Material Collection (Sold Separately),Преобразовать коллекцию тоновых материалов (продаётся отдельно)
Download additional materials now,Загрузить дополнительные материалы сейчас
Download additional materials at launch,Загружать дополнительные материалы при запуске
Maintenance Menu,Меню обслуживания
Version %s,Версия %s
Draw,Рисование
Home,Главная
Projects,Произведения
Notices,Уведомления
Manage Materials,Управление материалами
Use Activation Code,Использовать код активации
Title: %s,Название: %s
Content ID: %s,ID контента: %s
Pause,Пауза
Resume,Возобновить
Stop,Стоп
Start,Начать
Details,Подробнее
How to resolve,Как устранить
Preparing ...,Подготовка ...
Waiting for download,Ожидание загрузки
Retrieving information...,Получение сведений...
Downloading...,Загрузка...
Checking for updates...,Проверка обновлений...
Transmitting data...,Передача данных...
Creating upload file...,Создание файла для выгрузки...
Creating transmit data...,Создание данных для передачи...
Process successful.,Процесс выполнен успешно.
Successfully downloaded.,Загрузка выполнена успешно.
Successfully uploaded.,Выгрузка выполнена успешно.
Restoration complete.,Восстановление завершено.
No updates.,Обновлений нет.
Download failed. Please check the connectivity of your device.,Не удалось выполнить загрузку. Проверьте подключение вашего устройства.
Failed to confirm. Please check the connectivity of your device.,Не удалось подтвердить. Проверьте подключение вашего устройства.
Failed to update. Please check the connectivity of your device.,Не удалось выполнить обновление. Проверьте подключение вашего устройства.
Process failed.,Не удалось выполнить процесс.
Faulty data has been found.,Обнаружены неисправные данные.
%s : error code = %d,%s : код ошибки = %d
Process was canceled.,Процесс был отменён.
Paused,Приостановлено
Preparing to pause...,Подготовка к приостановке...
Preparing to stop...,Подготовка к остановке...
Registering...,Регистрация...
Unzipping...,Распаковка...
Upload,Отправить
Upload work,Выгрузить произведение
Upload material,Выгрузить материал
Check additional materials in the cloud,Проверить дополнительные материалы в облаке
Upload “%s”,Выгрузить “%s”
Upload material for application settings,Выгрузить материал для настроек приложения
Download,Скачать
Download work,Загрузить произведение
Download material,Загрузить материал
Download additional materials,Загрузить дополнительные материалы
Download “%s”,Загрузить “%s”
Restore app settings (Materials),Восстановить настройки приложения (материалы)
Restore app settings,Восстановить настройки приложения
%s (%s Finished),%s (%s завершено)
Repairing data...,Восстановление данных...
Done,Готово
Failed to save locally at the time of the additional request.,Не удалось сохранить локально во время дополнительного запроса.
"Unable to completed all of synchronization, because the Cloud capacity is insufficient.","Не удалось завершить всю синхронизацию, так как недостаточно объёма облака."
Could not complete sync because there is not enough cloud storage space. Please contact the Teamwork project owner.,"Не удалось завершить синхронизацию, так как недостаточно места в облачном хранилище. Обратитесь к владельцу проекта совместной работы."
"Could not complete sync because there is not enough cloud storage space. 
Please contact the Teamwork project owner.","Не удалось завершить синхронизацию, так как недостаточно места в облачном хранилище. 
Обратитесь к владельцу проекта совместной работы."
Cloud syncing has been temporarily paused. Please log in to resume syncing.,"Синхронизация с облаком временно приостановлена. Войдите, чтобы возобновить синхронизацию."
Failed to upload materials for app settings.,Не удалось выгрузить материалы для настроек приложения.
The Cloud side has been updated. Please run the synchronization now and update to the latest version..,Сторона облака была обновлена. Запустите синхронизацию сейчас и обновитесь до последней версии..
Sync failed because the material does not have a title.,"Не удалось выполнить синхронизацию, так как у материала нет названия."
Unable to synchronize as an external file is referenced.,"Не удалось синхронизировать, так как имеется ссылка на внешний файл."
Work data cannot be synchronized as it is invalid. Please contact our user support.,"Данные произведения недействительны, поэтому их нельзя синхронизировать. Обратитесь в нашу службу поддержки пользователей."
"Unable to download file as it is currently open. Please close all related works and pages, and then try again.","Не удалось загрузить файл, так как он сейчас открыт. Закройте все связанные произведения и страницы, затем повторите попытку."
"Unable to upload file as it is currently open. Please close all related works and pages, and then try again.","Не удалось выгрузить файл, так как он сейчас открыт. Закройте все связанные произведения и страницы, затем повторите попытку."
The cloud is waiting for updates. Please wait a moment and try again.,Облако ожидает обновлений. Подождите немного и повторите попытку.
"This operation cannot be run as the software is out of date. 
Update the software to the latest version and try again.","Эту операцию нельзя выполнить, так как программа устарела. 
Обновите программу до последней версии и повторите попытку."
"Can not apply old backup data. 
Please select backup data from the latest software version.","Не удалось применить старую резервную копию данных. 
Выберите резервную копию данных из последней версии программы."
Clear Completed Transfers,Очистить завершённые передачи
"There is an ongoing transmission.
Please try again in a few moments.","Выполняется передача.
Повторите попытку через несколько мгновений."
An application backup cannot be created if CLIP STUDIO Series applications are not installed or have never been launched on the computer.,"Резервную копию приложения нельзя создать, если приложения серии CLIP STUDIO не установлены или никогда не запускались на компьютере."
Failed to obtain settings file. The software may currently be in use.,"Не удалось получить файл настроек. Программа, возможно, сейчас используется."
"There is not enough cloud storage space, so the settings file could not be uploaded.","Недостаточно места в облачном хранилище, поэтому файл настроек не удалось выгрузить."
CLIP Cloud under maintenance.,CLIP Cloud на техническом обслуживании.
%s : %s,%s : %s
%s : %s : Error code = %d,%s : %s : Код ошибки = %d
Cloud data is being updated. Please wait a moment.,Облачные данные обновляются. Подождите немного.
Failed to retrieve data from cloud. Please check the connectivity of your device.,Не удалось получить данные из облака. Проверьте подключение вашего устройства.
Failed to retrieve data for “%s” from the cloud. Please check the connectivity of your device.,Не удалось получить данные для “%s” из облака. Проверьте подключение вашего устройства.
Failed to retrieve information from cloud. Please check the connectivity of your device.,Не удалось получить сведения из облака. Проверьте подключение вашего устройства.
"Failed to retrieve data from cloud. To sync with the cloud, please log in as the user who originally synced the data.","Не удалось получить данные из облака. Чтобы синхронизировать с облаком, войдите как пользователь, который изначально синхронизировал данные."
Temporary registration failed. Please check the connectivity of your device.,Не удалось выполнить временную регистрацию. Проверьте подключение вашего устройства.
Failed to register the file. Please check the connectivity of your device.,Не удалось зарегистрировать файл. Проверьте подключение вашего устройства.
Failed to upload the file “%s”. Please check the connectivity of your device.,Не удалось выгрузить файл “%s”. Проверьте подключение вашего устройства.
Failed to register data. Please check the connectivity of your device.,Не удалось зарегистрировать данные. Проверьте подключение вашего устройства.
Failed to load data.,Не удалось загрузить данные.
Failed to import additional materials.,Не удалось импортировать дополнительные материалы.
Failed to save the data.,Не удалось сохранить данные.
It may be open in other applications.,"Возможно, он открыт в других приложениях."
There is a data conflict because this data has been changed on multiple devices.,"Возник конфликт данных, так как эти данные были изменены на нескольких устройствах."
Cloud data has been deleted.,Облачные данные были удалены.
Failed to register to cloud. Please check the connectivity of your device.,Не удалось зарегистрировать в облаке. Проверьте подключение вашего устройства.
Failed to delete files from the cloud. Please check the connectivity of your device.,Не удалось удалить файлы из облака. Проверьте подключение вашего устройства.
Failed to delete cloud data. Please check the connectivity of your device.,Не удалось удалить облачные данные. Проверьте подключение вашего устройства.
Update failed.,Не удалось выполнить обновление.
Failed to upload materials. Please check the connectivity of your device.,Не удалось выгрузить материалы. Проверьте подключение вашего устройства.
Failed to download materials. Please check the connectivity of your device.,Не удалось загрузить материалы. Проверьте подключение вашего устройства.
File name contains forbidden characters.,Имя файла содержит запрещённые символы.
File list is invalid.,Список файлов недействителен.
Failed to load data. The data may have been deleted during the upload.,"Не удалось загрузить данные. Возможно, данные были удалены во время выгрузки."
"Unable to find file. It may have been moved, deleted, or saved under a different name.","Не удалось найти файл. Возможно, он был перемещён, удалён или сохранён под другим именем."
"This data could not be found on the cloud, so it could not be recovered. Please delete the original data and use the copy that was created.","Эти данные не удалось найти в облаке, поэтому их не удалось восстановить. Удалите исходные данные и используйте созданную копию."
"Failed to retrieve data from cloud. Sharing permissions may have been revoked, or the data may have been deleted.","Не удалось получить данные из облака. Возможно, разрешения на доступ были отозваны или данные были удалены."
The file may be being synced in another application.,"Возможно, файл синхронизируется в другом приложении."
Failed to retrieve data from cloud. The Teamwork setting has been turned off. ,Не удалось получить данные из облака. Настройка совместной работы была отключена. 
E-mail Address,Адрес электронной почты
Password,Пароль
Register account,Зарегистрировать учётную запись
Forgot your password?,Забыли пароль?
CLIP STUDIO ACCOUNT,УЧЁТНАЯ ЗАПИСЬ CLIP STUDIO
Save e-mail address and password,Сохранить адрес электронной почты и пароль
Please enter your e-mail address,Введите адрес электронной почты
Please enter a valid email address,Введите действительный адрес электронной почты
Please enter your password,Введите пароль
Enter 2-step verification code,Введите код двухэтапной проверки
Enter the 6-digit code,Введите 6-значный код
"A verification code has been sent to your registered email address.
Please enter the 6-digit verification code included in the email to log in.
The verification code will expire in 10 minutes.","Код проверки был отправлен на ваш зарегистрированный адрес электронной почты.
Чтобы войти, введите 6-значный код проверки, включённый в письмо.
Код проверки истечёт через 10 минут."
Send verification code again,Отправить код проверки снова
Mark this device as trusted and skip 2-step verification for 90 days,Отметить это устройство как доверенное и пропускать двухэтапную проверку в течение 90 дней
Verification failed. Please enter the verification code again or try reissuing it.,Не удалось выполнить проверку. Введите код проверки снова или попробуйте перевыпустить его.
Verification failed. Please check the connectivity of your device.,Не удалось выполнить проверку. Проверьте подключение вашего устройства.
Basic Tips,Основные советы
FAQ,Частые вопросы
Contact,Связаться с нами
Using the service,Использование службы
Feedback and requests,Отзывы и запросы
Ask chatbot,Спросить чат-бота
Please help us to improve Clip Studio.,Помогите нам улучшить Clip Studio.
See here for details about data we collect.,Подробные сведения о собираемых нами данных смотрите здесь.
You can change this at any time from the application menu > Privacy Settings.,Вы можете изменить это в любое время в меню приложения > Настройки конфиденциальности.
Help fix errors,Помочь в исправлении ошибок
"If an error occurs, automatically send anonymous information about the incident.
This helps us resolve bugs and errors.","При возникновении ошибки автоматически отправлять анонимные сведения об инциденте.
Это помогает нам устранять баги и ошибки."
Improve services,Улучшать службы
"Automatically sends information about features that you use.
This helps us to improve user experience and develop new features.","Автоматически отправляет сведения о функциях, которые вы используете.
Это помогает нам улучшать удобство для пользователей и разрабатывать новые функции."
Set up later,Настроить позже
Clip Studio service manual,Руководство по службе Clip Studio
User's Guide to the Cloud,Руководство пользователя по облаку
Guide to Creating a Material Catalog,Руководство по созданию каталога материалов
User's Guide to Plug-ins,Руководство пользователя по подключаемым модулям
User's Guide to Corner Store Printing,Руководство пользователя по печати в магазине у дома
"Trying to log in as a different user to last time. 
Please note that this may affect updating materials for ASSETS or syncing to the cloud.","Выполняется попытка входа под другим пользователем, чем в прошлый раз. 
Обратите внимание, что это может повлиять на обновление материалов для ASSETS или синхронизацию с облаком."
Cannot log in. ,Не удалось выполнить вход. 
"Cannot log in.
%s","Не удалось выполнить вход.
%s"
Data transfer timed out,Время передачи данных истекло
Please check your network connection.,Проверьте подключение к сети.
Select image,Выберите изображение
All |*.gif;*.png;*.jpg,Все |*.gif;*.png;*.jpg
Select TAR file,Выберите файл TAR
All |*.tar,Все |*.tar
Exporting data...,Экспорт данных...
"This will export the work “%s”. 
 Do you want to continue?","Это экспортирует произведение “%s”. 
 Хотите продолжить?"
Please download the latest version of Clip Studio Paint to export your work.,"Загрузите последнюю версию Clip Studio Paint, чтобы экспортировать ваше произведение."
"This feature is not available on the version of Clip Studio that you have installed. 
Please download the latest version and try again.","Эта функция недоступна в установленной у вас версии Clip Studio. 
Загрузите последнюю версию и повторите попытку."
Failed to retrieve URL for upload.,Не удалось получить URL для выгрузки.
Failed to upload the file.,Не удалось выгрузить файл.
"Failed to upload the file.
Status code =%d","Не удалось выгрузить файл.
Код состояния =%d"
"Failed to upload the file.
Server error code = %d
Server error =%s","Не удалось выгрузить файл.
Код ошибки сервера = %d
Ошибка сервера =%s"
You cannot upload works from your device.,Вы не можете выгружать произведения с вашего устройства.
Process for Webtoon file upload,Процесс выгрузки файла вебтуна
100,100
300,300
