source,target
Failed to retrieve data for “%s” from the cloud. Please check the connectivity of your device.,Не удалось получить данные для “%s” из облака. Проверьте подключение вашего устройства.
Failed to retrieve information from cloud. Please check the connectivity of your device.,Не удалось получить сведения из облака. Проверьте подключение вашего устройства.
"Failed to retrieve data from cloud. To sync with the cloud, please log in as the user who originally synced the data.","Не удалось получить данные из облака. Чтобы синхронизировать с облаком, войдите как пользователь, который изначально синхронизировал данные."
Temporary registration failed. Please check the connectivity of your device.,Не удалось выполнить временную регистрацию. Проверьте подключение вашего устройства.
Failed to register the file. Please check the connectivity of your device.,Не удалось зарегистрировать файл. Проверьте подключение вашего устройства.
Failed to upload the file “%s”. Please check the connectivity of your device.,Не удалось выгрузить файл “%s”. Проверьте подключение вашего устройства.
Failed to register data. Please check the connectivity of your device.,Не удалось зарегистрировать данные. Проверьте подключение вашего устройства.
Failed to load data.,Не удалось загрузить данные.
Failed to import additional materials.,Не удалось импортировать дополнительные материалы.
Failed to save the data.,Не удалось сохранить данные.
It may be open in other applications.,"Возможно, он открыт в других приложениях."
There is a data conflict because this data has been changed on multiple devices.,"Возник конфликт данных, так как эти данные были изменены на нескольких устройствах."
Cloud data has been deleted.,Облачные данные были удалены.
Failed to register to cloud. Please check the connectivity of your device.,Не удалось зарегистрировать в облаке. Проверьте подключение вашего устройства.
Failed to delete files from the cloud. Please check the connectivity of your device.,Не удалось удалить файлы из облака. Проверьте подключение вашего устройства.
Failed to delete cloud data. Please check the connectivity of your device.,Не удалось удалить облачные данные. Проверьте подключение вашего устройства.
Update failed.,Не удалось выполнить обновление.
Failed to upload materials. Please check the connectivity of your device.,Не удалось выгрузить материалы. Проверьте подключение вашего устройства.
Failed to download materials. Please check the connectivity of your device.,Не удалось загрузить материалы. Проверьте подключение вашего устройства.
File name contains forbidden characters.,Имя файла содержит запрещённые символы.
File list is invalid.,Список файлов недействителен.
Failed to load data. The data may have been deleted during the upload.,"Не удалось загрузить данные. Возможно, данные были удалены во время выгрузки."
"Unable to find file. It may have been moved, deleted, or saved under a different name.","Не удалось найти файл. Возможно, он был перемещён, удалён или сохранён под другим именем."
"This data could not be found on the cloud, so it could not be recovered. Please delete the original data and use the copy that was created.","Эти данные не удалось найти в облаке, поэтому их не удалось восстановить. Удалите исходные данные и используйте созданную копию."
"Failed to retrieve data from cloud. Sharing permissions may have been revoked, or the data may have been deleted.","Не удалось получить данные из облака. Возможно, разрешения на доступ были отозваны или данные были удалены."
The file may be being synced in another application.,"Возможно, файл синхронизируется в другом приложении."
Failed to retrieve data from cloud. The Teamwork setting has been turned off. ,Не удалось получить данные из облака. Настройка совместной работы была отключена. 
E-mail Address,Адрес электронной почты
Password,Пароль
Register account,Зарегистрировать учётную запись
Forgot your password?,Забыли пароль?
CLIP STUDIO ACCOUNT,УЧЁТНАЯ ЗАПИСЬ CLIP STUDIO
Save e-mail address and password,Сохранить адрес электронной почты и пароль
Please enter your e-mail address,Введите адрес электронной почты
Please enter a valid email address,Введите действительный адрес электронной почты
Please enter your password,Введите пароль
Enter 2-step verification code,Введите код двухэтапной проверки
Enter the 6-digit code,Введите 6-значный код
"A verification code has been sent to your registered email address.
Please enter the 6-digit verification code included in the email to log in.
The verification code will expire in 10 minutes.",
Send verification code again,Отправить код проверки снова
Mark this device as trusted and skip 2-step verification for 90 days,Отметить это устройство как доверенное и пропускать двухэтапную проверку в течение 90 дней
Verification failed. Please enter the verification code again or try reissuing it.,Не удалось выполнить проверку. Введите код проверки снова или попробуйте перевыпустить его.
Verification failed. Please check the connectivity of your device.,Не удалось выполнить проверку. Проверьте подключение вашего устройства.
Basic Tips,Основные советы
FAQ,Частые вопросы
Contact,Связаться с нами
Using the service,Использование службы
Feedback and requests,Отзывы и предложения
Ask chatbot,Спросить чат-бота
Please help us to improve Clip Studio.,Помогите нам улучшить Clip Studio.
See here for details about data we collect.,Подробные сведения о собираемых нами данных смотрите здесь.
You can change this at any time from the application menu > Privacy Settings.,Вы можете изменить это в любое время в меню приложения > Настройки конфиденциальности.
Help fix errors,Помочь в исправлении ошибок
"If an error occurs, automatically send anonymous information about the incident.
This helps us resolve bugs and errors.",
Improve services,Улучшать службы
"Automatically sends information about features that you use.
This helps us to improve user experience and develop new features.",
Set up later,Настроить позже
Clip Studio service manual,Руководство по службе Clip Studio
User's Guide to the Cloud,Руководство пользователя по облаку
Guide to Creating a Material Catalog,Руководство по созданию каталога материалов
User's Guide to Plug-ins,Руководство пользователя по подключаемым модулям
User's Guide to Corner Store Printing,Руководство пользователя по печати в магазине у дома
"Trying to log in as a different user to last time. 
Please note that this may affect updating materials for ASSETS or syncing to the cloud.",
Cannot log in. ,Не удалось выполнить вход. 
"Cannot log in.
%s",
Data transfer timed out,Время передачи данных истекло
Please check your network connection.,Проверьте подключение к сети.
Select image,Выберите изображение
All |*.gif;*.png;*.jpg,Все |*.gif;*.png;*.jpg
Select TAR file,Выберите файл TAR
All |*.tar,Все |*.tar
Exporting data...,Экспорт данных...
"This will export the work “%s”. 
 Do you want to continue?",
Please download the latest version of Clip Studio Paint to export your work.,"Загрузите последнюю версию Clip Studio Paint, чтобы экспортировать ваше произведение."
"This feature is not available on the version of Clip Studio that you have installed. 
Please download the latest version and try again.",
Failed to retrieve URL for upload.,Не удалось получить URL для выгрузки.
Failed to upload the file.,Не удалось выгрузить файл.
"Failed to upload the file.
Status code =%d",
"Failed to upload the file.
Server error code = %d
Server error =%s",
You cannot upload works from your device.,Вы не можете выгружать произведения с вашего устройства.
Process for Webtoon file upload,Процесс выгрузки файла вебтуна
100,
300,
